round,n_training_points,n_morphogens,n_cell_types,target_cell_types,lengthscale_CHIR99021_uM,lengthscale_BMP4_uM,lengthscale_SAG_uM,lengthscale_log_harvest_day,model_type,mean_posterior_std,max_acquisition_value,recommendation_spread
1,20,5,5,all,2.1786664290014577,2.068284756853623,2.3896740314817406,1.5341226680282771,map,0.5571115229734462,-14.035274314238134,0.7330528358835731
