"bc_index","sample","species","gene_count","tscp_count","mread_count","bc1_well","bc2_well","bc3_well","bc1_wind","bc2_wind","bc3_wind","condition","Order","seurat_clusters","ClusterLabel"
"27_20_81__s4","sample27","hg38",4024,10117,18071,"C3","B8","G9",27,20,81,"SAG_1uM",2731,"0","c0"
"27_20_94__s4","sample27","hg38",5461,18546,33123,"C3","B8","H10",27,20,94,"SAG_1uM",2732,NA,"filtered"
"27_21_20__s4","sample27","hg38",2677,5064,8967,"C3","B9","B8",27,21,20,"SAG_1uM",2733,"16","c16"
"27_21_96__s4","sample27","hg38",6208,23659,43280,"C3","B9","H12",27,21,96,"SAG_1uM",2734,"3","TAC3_NKX2-1"
"27_22_48__s4","sample27","hg38",3384,10314,18543,"C3","B10","D12",27,22,48,"SAG_1uM",2735,"6","MAF_NKX2-1"
"27_23_92__s4","sample27","hg38",2908,7955,14227,"C3","B11","H8",27,23,92,"SAG_1uM",2736,"1","MAF_NKX2-1"
"27_24_21__s4","sample27","hg38",8621,51153,93076,"C3","B12","B9",27,24,21,"SAG_1uM",2737,"18","c18"
"27_24_29__s4","sample27","hg38",6645,28787,51777,"C3","B12","C5",27,24,29,"SAG_1uM",2738,"18","c18"
"27_25_55__s4","sample27","hg38",5480,21738,39287,"C3","C1","E7",27,25,55,"SAG_1uM",2739,"8","LHX8_NKX2-1"
"27_25_78__s4","sample27","hg38",13653,215506,396419,"C3","C1","G6",27,25,78,"SAG_1uM",2740,"14","c14"
"27_26_84__s4","sample27","hg38",4842,16497,30497,"C3","C2","G12",27,26,84,"SAG_1uM",2741,NA,"filtered"
"27_27_13__s4","sample27","hg38",3306,9621,17196,"C3","C3","B1",27,27,13,"SAG_1uM",2742,"20","c20"
"27_29_19__s4","sample27","hg38",2707,5993,10944,"C3","C5","B7",27,29,19,"SAG_1uM",2743,"0","c0"
"27_29_38__s4","sample27","hg38",3024,7813,14062,"C3","C5","D2",27,29,38,"SAG_1uM",2744,"20","c20"
"27_30_04__s4","sample27","hg38",5389,18408,33110,"C3","C6","A4",27,30,4,"SAG_1uM",2745,"19","c19"
"27_30_82__s4","sample27","hg38",3068,5768,10624,"C3","C6","G10",27,30,82,"SAG_1uM",2746,NA,"filtered"
"27_30_86__s4","sample27","hg38",3405,7817,13977,"C3","C6","H2",27,30,86,"SAG_1uM",2747,NA,"filtered"
"27_32_91__s4","sample27","hg38",4335,13392,24455,"C3","C8","H7",27,32,91,"SAG_1uM",2748,"8","LHX8_NKX2-1"
"27_32_93__s4","sample27","hg38",3509,11353,20620,"C3","C8","H9",27,32,93,"SAG_1uM",2749,"1","MAF_NKX2-1"
"27_35_07__s4","sample27","hg38",2692,6471,11521,"C3","C11","A7",27,35,7,"SAG_1uM",2750,"0","c0"
"27_36_69__s4","sample27","hg38",4114,10285,18679,"C3","C12","F9",27,36,69,"SAG_1uM",2751,NA,"filtered"
"27_36_73__s4","sample27","hg38",7481,31523,56952,"C3","C12","G1",27,36,73,"SAG_1uM",2752,NA,"filtered"
"27_37_48__s4","sample27","hg38",3290,7066,13041,"C3","D1","D12",27,37,48,"SAG_1uM",2753,NA,"filtered"
"27_37_59__s4","sample27","hg38",4028,12538,22620,"C3","D1","E11",27,37,59,"SAG_1uM",2754,"19","c19"
"27_38_15__s4","sample27","hg38",3102,6232,11260,"C3","D2","B3",27,38,15,"SAG_1uM",2755,"14","c14"
"27_39_10__s4","sample27","hg38",7044,35342,61590,"C3","D3","A10",27,39,10,"SAG_1uM",2756,"6","MAF_NKX2-1"
"27_40_09__s4","sample27","hg38",5319,18006,32969,"C3","D4","A9",27,40,9,"SAG_1uM",2757,"0","c0"
"27_41_67__s4","sample27","hg38",3728,10031,17820,"C3","D5","F7",27,41,67,"SAG_1uM",2758,"18","c18"
"27_41_68__s4","sample27","hg38",4793,16477,30123,"C3","D5","F8",27,41,68,"SAG_1uM",2759,"5","LHX8_NKX2-1"
"27_43_16__s4","sample27","hg38",3764,9785,17515,"C3","D7","B4",27,43,16,"SAG_1uM",2760,NA,"filtered"
"27_44_53__s4","sample27","hg38",2805,6700,12140,"C3","D8","E5",27,44,53,"SAG_1uM",2761,"17","SST_NKX2-1"
"27_45_30__s4","sample27","hg38",4456,16553,30353,"C3","D9","C6",27,45,30,"SAG_1uM",2762,"1","MAF_NKX2-1"
"27_45_55__s4","sample27","hg38",2811,6070,11270,"C3","D9","E7",27,45,55,"SAG_1uM",2763,NA,"filtered"
"27_46_66__s4","sample27","hg38",8434,47879,86772,"C3","D10","F6",27,46,66,"SAG_1uM",2764,NA,"filtered"
"27_46_95__s4","sample27","hg38",5180,21351,39176,"C3","D10","H11",27,46,95,"SAG_1uM",2765,NA,"filtered"
"27_48_56__s4","sample27","hg38",5093,18041,32468,"C3","D12","E8",27,48,56,"SAG_1uM",2766,"5","LHX8_NKX2-1"
"27_48_70__s4","sample27","hg38",5831,19935,36205,"C3","D12","F10",27,48,70,"SAG_1uM",2767,NA,"filtered"
"27_49_71__s4","sample27","hg38",4448,15392,27374,"C3","E1","F11",27,49,71,"SAG_1uM",2768,"8","LHX8_NKX2-1"
"27_49_92__s4","sample27","hg38",3485,10413,18896,"C3","E1","H8",27,49,92,"SAG_1uM",2769,"1","MAF_NKX2-1"
"27_51_81__s4","sample27","hg38",3275,9133,16873,"C3","E3","G9",27,51,81,"SAG_1uM",2770,"4","SST_NKX2-1"
"27_52_91__s4","sample27","hg38",3601,9208,16760,"C3","E4","H7",27,52,91,"SAG_1uM",2771,"0","c0"
"27_53_61__s4","sample27","hg38",4607,12508,22781,"C3","E5","F1",27,53,61,"SAG_1uM",2772,"0","c0"
"27_53_72__s4","sample27","hg38",12857,155881,289537,"C3","E5","F12",27,53,72,"SAG_1uM",2773,NA,"filtered"
"27_53_93__s4","sample27","hg38",5747,23171,41745,"C3","E5","H9",27,53,93,"SAG_1uM",2774,NA,"filtered"
"27_53_94__s4","sample27","hg38",2763,5910,10671,"C3","E5","H10",27,53,94,"SAG_1uM",2775,"6","MAF_NKX2-1"
"27_54_24__s4","sample27","hg38",3651,11261,20635,"C3","E6","B12",27,54,24,"SAG_1uM",2776,"1","MAF_NKX2-1"
"27_55_65__s4","sample27","hg38",1638,3197,5623,"C3","E7","F5",27,55,65,"SAG_1uM",2777,NA,"filtered"
"27_58_33__s4","sample27","hg38",2994,9139,16419,"C3","E10","C9",27,58,33,"SAG_1uM",2778,"1","MAF_NKX2-1"
"27_58_42__s4","sample27","hg38",2960,6954,12544,"C3","E10","D6",27,58,42,"SAG_1uM",2779,"6","MAF_NKX2-1"
"27_58_95__s4","sample27","hg38",7689,43721,79589,"C3","E10","H11",27,58,95,"SAG_1uM",2780,"14","c14"
"27_59_03__s4","sample27","hg38",4671,14729,26537,"C3","E11","A3",27,59,3,"SAG_1uM",2781,"19","c19"
"27_59_62__s4","sample27","hg38",5213,17987,32159,"C3","E11","F2",27,59,62,"SAG_1uM",2782,NA,"filtered"
"27_61_16__s4","sample27","hg38",4468,11736,20750,"C3","F1","B4",27,61,16,"SAG_1uM",2783,NA,"filtered"
"27_61_37__s4","sample27","hg38",2437,7443,13326,"C3","F1","D1",27,61,37,"SAG_1uM",2784,"1","MAF_NKX2-1"
"27_62_18__s4","sample27","hg38",2043,4012,7161,"C3","F2","B6",27,62,18,"SAG_1uM",2785,"1","MAF_NKX2-1"
"27_62_79__s4","sample27","hg38",4525,12303,22374,"C3","F2","G7",27,62,79,"SAG_1uM",2786,NA,"filtered"
"27_62_83__s4","sample27","hg38",3263,8164,14945,"C3","F2","G11",27,62,83,"SAG_1uM",2787,"6","MAF_NKX2-1"
"27_63_46__s4","sample27","hg38",3231,7296,13190,"C3","F3","D10",27,63,46,"SAG_1uM",2788,"0","c0"
"27_65_68__s4","sample27","hg38",4229,12897,23826,"C3","F5","F8",27,65,68,"SAG_1uM",2789,"6","MAF_NKX2-1"
"27_67_62__s4","sample27","hg38",4430,11790,21042,"C3","F7","F2",27,67,62,"SAG_1uM",2790,"2","c2"
"27_68_12__s4","sample27","hg38",4842,13030,23540,"C3","F8","A12",27,68,12,"SAG_1uM",2791,"0","c0"
"27_68_35__s4","sample27","hg38",8219,46525,84352,"C3","F8","C11",27,68,35,"SAG_1uM",2792,"6","MAF_NKX2-1"
"27_68_36__s4","sample27","hg38",4233,14405,26008,"C3","F8","C12",27,68,36,"SAG_1uM",2793,"2","c2"
"27_68_68__s4","sample27","hg38",3680,9988,18285,"C3","F8","F8",27,68,68,"SAG_1uM",2794,"2","c2"
"27_69_16__s4","sample27","hg38",2953,8881,15921,"C3","F9","B4",27,69,16,"SAG_1uM",2795,"6","MAF_NKX2-1"
"27_71_24__s4","sample27","hg38",3443,9652,17416,"C3","F11","B12",27,71,24,"SAG_1uM",2796,"3","TAC3_NKX2-1"
"27_71_51__s4","sample27","hg38",3010,8190,14845,"C3","F11","E3",27,71,51,"SAG_1uM",2797,"2","c2"
"27_72_71__s4","sample27","hg38",13312,169636,306188,"C3","F12","F11",27,72,71,"SAG_1uM",2798,"14","c14"
"27_72_86__s4","sample27","hg38",6663,27341,49709,"C3","F12","H2",27,72,86,"SAG_1uM",2799,NA,"filtered"
"27_72_93__s4","sample27","hg38",5474,17014,31234,"C3","F12","H9",27,72,93,"SAG_1uM",2800,NA,"filtered"
"27_74_17__s4","sample27","hg38",5385,15426,27486,"C3","G2","B5",27,74,17,"SAG_1uM",2801,NA,"filtered"
"27_75_11__s4","sample27","hg38",3263,8562,15636,"C3","G3","A11",27,75,11,"SAG_1uM",2802,"4","SST_NKX2-1"
"27_76_66__s4","sample27","hg38",4680,16023,29305,"C3","G4","F6",27,76,66,"SAG_1uM",2803,"8","LHX8_NKX2-1"
"27_76_78__s4","sample27","hg38",4170,12311,22200,"C3","G4","G6",27,76,78,"SAG_1uM",2804,NA,"filtered"
"27_77_01__s4","sample27","hg38",3875,8730,15505,"C3","G5","A1",27,77,1,"SAG_1uM",2805,NA,"filtered"
"27_78_49__s4","sample27","hg38",4294,14118,25781,"C3","G6","E1",27,78,49,"SAG_1uM",2806,"5","LHX8_NKX2-1"
"27_78_65__s4","sample27","hg38",5240,17453,31986,"C3","G6","F5",27,78,65,"SAG_1uM",2807,"8","LHX8_NKX2-1"
"27_79_11__s4","sample27","hg38",5587,20551,37455,"C3","G7","A11",27,79,11,"SAG_1uM",2808,NA,"filtered"
"27_79_49__s4","sample27","hg38",6832,31005,55961,"C3","G7","E1",27,79,49,"SAG_1uM",2809,NA,"filtered"
"27_79_62__s4","sample27","hg38",2964,7033,12604,"C3","G7","F2",27,79,62,"SAG_1uM",2810,"0","c0"
"27_80_62__s4","sample27","hg38",5821,21348,38123,"C3","G8","F2",27,80,62,"SAG_1uM",2811,NA,"filtered"
"27_82_47__s4","sample27","hg38",2316,5670,10102,"C3","G10","D11",27,82,47,"SAG_1uM",2812,"17","SST_NKX2-1"
"27_83_73__s4","sample27","hg38",3362,7960,14634,"C3","G11","G1",27,83,73,"SAG_1uM",2813,NA,"filtered"
"27_84_74__s4","sample27","hg38",2578,7458,13336,"C3","G12","G2",27,84,74,"SAG_1uM",2814,"1","MAF_NKX2-1"
"27_87_08__s4","sample27","hg38",5007,18212,32123,"C3","H3","A8",27,87,8,"SAG_1uM",2815,NA,"filtered"
"27_87_23__s4","sample27","hg38",7582,37995,66699,"C3","H3","B11",27,87,23,"SAG_1uM",2816,"3","TAC3_NKX2-1"
"27_87_56__s4","sample27","hg38",4012,11727,20658,"C3","H3","E8",27,87,56,"SAG_1uM",2817,"2","c2"
"27_87_60__s4","sample27","hg38",5781,21062,38001,"C3","H3","E12",27,87,60,"SAG_1uM",2818,"3","TAC3_NKX2-1"
"27_88_44__s4","sample27","hg38",3673,8386,15064,"C3","H4","D8",27,88,44,"SAG_1uM",2819,NA,"filtered"
"27_88_54__s4","sample27","hg38",3949,11655,20972,"C3","H4","E6",27,88,54,"SAG_1uM",2820,"0","c0"
"27_89_15__s4","sample27","hg38",4440,12635,22682,"C3","H5","B3",27,89,15,"SAG_1uM",2821,"5","LHX8_NKX2-1"
"27_89_41__s4","sample27","hg38",3429,8252,14692,"C3","H5","D5",27,89,41,"SAG_1uM",2822,"0","c0"
"27_89_73__s4","sample27","hg38",4584,15503,27949,"C3","H5","G1",27,89,73,"SAG_1uM",2823,"3","TAC3_NKX2-1"
"27_90_06__s4","sample27","hg38",4612,14684,27624,"C3","H6","A6",27,90,6,"SAG_1uM",2824,"6","MAF_NKX2-1"
"27_90_46__s4","sample27","hg38",11064,92792,175382,"C3","H6","D10",27,90,46,"SAG_1uM",2825,"14","c14"
"27_91_33__s4","sample27","hg38",4749,14317,26353,"C3","H7","C9",27,91,33,"SAG_1uM",2826,"3","TAC3_NKX2-1"
"27_92_26__s4","sample27","hg38",5637,21322,38825,"C3","H8","C2",27,92,26,"SAG_1uM",2827,"2","c2"
"27_92_36__s4","sample27","hg38",3178,9849,17766,"C3","H8","C12",27,92,36,"SAG_1uM",2828,"4","SST_NKX2-1"
"27_92_41__s4","sample27","hg38",4087,11817,21270,"C3","H8","D5",27,92,41,"SAG_1uM",2829,"5","LHX8_NKX2-1"
"27_92_87__s4","sample27","hg38",3990,13258,23839,"C3","H8","H3",27,92,87,"SAG_1uM",2830,"4","SST_NKX2-1"
"28_02_12__s4","sample28","hg38",4997,21497,39659,"C4","A2","A12",28,2,12,"SAG_250nM",2831,"4","SST_NKX2-1"
"28_02_65__s4","sample28","hg38",7891,43534,79779,"C4","A2","F5",28,2,65,"SAG_250nM",2832,NA,"filtered"
"28_02_94__s4","sample28","hg38",3814,8967,16558,"C4","A2","H10",28,2,94,"SAG_250nM",2833,NA,"filtered"
"28_03_81__s4","sample28","hg38",9201,48230,88908,"C4","A3","G9",28,3,81,"SAG_250nM",2834,NA,"filtered"
"28_03_90__s4","sample28","hg38",3161,6968,12565,"C4","A3","H6",28,3,90,"SAG_250nM",2835,"16","c16"
"28_04_51__s4","sample28","hg38",6895,27324,49861,"C4","A4","E3",28,4,51,"SAG_250nM",2836,NA,"filtered"
"28_04_52__s4","sample28","hg38",4258,11222,20142,"C4","A4","E4",28,4,52,"SAG_250nM",2837,"0","c0"
"28_04_55__s4","sample28","hg38",3655,12928,23339,"C4","A4","E7",28,4,55,"SAG_250nM",2838,"6","MAF_NKX2-1"
"28_04_64__s4","sample28","hg38",2378,5884,10718,"C4","A4","F4",28,4,64,"SAG_250nM",2839,"1","MAF_NKX2-1"
"28_04_91__s4","sample28","hg38",4296,11382,21035,"C4","A4","H7",28,4,91,"SAG_250nM",2840,NA,"filtered"
"28_05_41__s4","sample28","hg38",2137,4188,7559,"C4","A5","D5",28,5,41,"SAG_250nM",2841,"1","MAF_NKX2-1"
"28_05_53__s4","sample28","hg38",6430,30680,55598,"C4","A5","E5",28,5,53,"SAG_250nM",2842,"5","LHX8_NKX2-1"
"28_06_02__s4","sample28","hg38",6449,26474,48032,"C4","A6","A2",28,6,2,"SAG_250nM",2843,"5","LHX8_NKX2-1"
"28_06_68__s4","sample28","hg38",8706,50191,92225,"C4","A6","F8",28,6,68,"SAG_250nM",2844,"8","LHX8_NKX2-1"
"28_07_12__s4","sample28","hg38",11330,126159,231878,"C4","A7","A12",28,7,12,"SAG_250nM",2845,"4","SST_NKX2-1"
"28_07_90__s4","sample28","hg38",6376,27987,51244,"C4","A7","H6",28,7,90,"SAG_250nM",2846,"8","LHX8_NKX2-1"
"28_09_20__s4","sample28","hg38",1479,2386,4191,"C4","A9","B8",28,9,20,"SAG_250nM",2847,NA,"filtered"
"28_09_42__s4","sample28","hg38",4667,14154,25909,"C4","A9","D6",28,9,42,"SAG_250nM",2848,"8","LHX8_NKX2-1"
"28_11_32__s4","sample28","hg38",2332,5288,9461,"C4","A11","C8",28,11,32,"SAG_250nM",2849,"1","MAF_NKX2-1"
"28_12_31__s4","sample28","hg38",2866,7549,13466,"C4","A12","C7",28,12,31,"SAG_250nM",2850,"4","SST_NKX2-1"
"28_12_57__s4","sample28","hg38",2850,7322,13203,"C4","A12","E9",28,12,57,"SAG_250nM",2851,"4","SST_NKX2-1"
"28_12_90__s4","sample28","hg38",3670,7886,14416,"C4","A12","H6",28,12,90,"SAG_250nM",2852,"0","c0"
"28_13_05__s4","sample28","hg38",3570,11177,20497,"C4","B1","A5",28,13,5,"SAG_250nM",2853,"4","SST_NKX2-1"
"28_13_57__s4","sample28","hg38",3186,7518,13475,"C4","B1","E9",28,13,57,"SAG_250nM",2854,"2","c2"
"28_13_59__s4","sample28","hg38",3068,9518,16943,"C4","B1","E11",28,13,59,"SAG_250nM",2855,"6","MAF_NKX2-1"
"28_13_68__s4","sample28","hg38",6266,31055,56539,"C4","B1","F8",28,13,68,"SAG_250nM",2856,"8","LHX8_NKX2-1"
"28_13_75__s4","sample28","hg38",6502,31807,57999,"C4","B1","G3",28,13,75,"SAG_250nM",2857,"8","LHX8_NKX2-1"
"28_15_08__s4","sample28","hg38",5699,16597,30123,"C4","B3","A8",28,15,8,"SAG_250nM",2858,"0","c0"
"28_15_70__s4","sample28","hg38",4223,10554,19348,"C4","B3","F10",28,15,70,"SAG_250nM",2859,"16","c16"
"28_15_94__s4","sample28","hg38",2983,9577,17612,"C4","B3","H10",28,15,94,"SAG_250nM",2860,"1","MAF_NKX2-1"
"28_16_33__s4","sample28","hg38",4410,13634,25083,"C4","B4","C9",28,16,33,"SAG_250nM",2861,"19","c19"
"28_16_64__s4","sample28","hg38",3863,10109,18379,"C4","B4","F4",28,16,64,"SAG_250nM",2862,NA,"filtered"
"28_16_74__s4","sample28","hg38",2523,5692,10615,"C4","B4","G2",28,16,74,"SAG_250nM",2863,"4","SST_NKX2-1"
"28_17_18__s4","sample28","hg38",2958,7170,12921,"C4","B5","B6",28,17,18,"SAG_250nM",2864,"6","MAF_NKX2-1"
"28_18_10__s4","sample28","hg38",2962,8929,15839,"C4","B6","A10",28,18,10,"SAG_250nM",2865,"1","MAF_NKX2-1"
"28_18_37__s4","sample28","hg38",6284,23430,42219,"C4","B6","D1",28,18,37,"SAG_250nM",2866,NA,"filtered"
"28_18_68__s4","sample28","hg38",5651,24237,44580,"C4","B6","F8",28,18,68,"SAG_250nM",2867,"5","LHX8_NKX2-1"
"28_19_05__s4","sample28","hg38",4265,15771,28469,"C4","B7","A5",28,19,5,"SAG_250nM",2868,"6","MAF_NKX2-1"
"28_20_18__s4","sample28","hg38",2549,6723,12050,"C4","B8","B6",28,20,18,"SAG_250nM",2869,"1","MAF_NKX2-1"
"28_20_67__s4","sample28","hg38",5311,16500,29531,"C4","B8","F7",28,20,67,"SAG_250nM",2870,NA,"filtered"
"28_21_34__s4","sample28","hg38",4769,14504,26700,"C4","B9","C10",28,21,34,"SAG_250nM",2871,"18","c18"
"28_23_94__s4","sample28","hg38",2616,7177,12978,"C4","B11","H10",28,23,94,"SAG_250nM",2872,"1","MAF_NKX2-1"
"28_24_64__s4","sample28","hg38",5381,19044,34431,"C4","B12","F4",28,24,64,"SAG_250nM",2873,"5","LHX8_NKX2-1"
"28_24_83__s4","sample28","hg38",3089,10191,18578,"C4","B12","G11",28,24,83,"SAG_250nM",2874,"1","MAF_NKX2-1"
"28_25_46__s4","sample28","hg38",2344,5150,9390,"C4","C1","D10",28,25,46,"SAG_250nM",2875,"4","SST_NKX2-1"
"28_25_79__s4","sample28","hg38",3343,8107,14961,"C4","C1","G7",28,25,79,"SAG_250nM",2876,"0","c0"
"28_26_37__s4","sample28","hg38",3151,8807,15844,"C4","C2","D1",28,26,37,"SAG_250nM",2877,"1","MAF_NKX2-1"
"28_26_49__s4","sample28","hg38",3055,9976,18276,"C4","C2","E1",28,26,49,"SAG_250nM",2878,"4","SST_NKX2-1"
"28_26_53__s4","sample28","hg38",3652,8955,16385,"C4","C2","E5",28,26,53,"SAG_250nM",2879,NA,"filtered"
"28_27_55__s4","sample28","hg38",4672,13850,24883,"C4","C3","E7",28,27,55,"SAG_250nM",2880,NA,"filtered"
"28_27_67__s4","sample28","hg38",2885,7220,12916,"C4","C3","F7",28,27,67,"SAG_250nM",2881,"1","MAF_NKX2-1"
"28_28_40__s4","sample28","hg38",2936,8840,16186,"C4","C4","D4",28,28,40,"SAG_250nM",2882,"1","MAF_NKX2-1"
"28_30_61__s4","sample28","hg38",2014,3817,6885,"C4","C6","F1",28,30,61,"SAG_250nM",2883,"2","c2"
"28_32_22__s4","sample28","hg38",3364,8413,15410,"C4","C8","B10",28,32,22,"SAG_250nM",2884,"3","TAC3_NKX2-1"
"28_32_23__s4","sample28","hg38",3252,6857,12623,"C4","C8","B11",28,32,23,"SAG_250nM",2885,NA,"filtered"
"28_32_32__s4","sample28","hg38",2565,5385,9957,"C4","C8","C8",28,32,32,"SAG_250nM",2886,"2","c2"
"28_32_96__s4","sample28","hg38",2170,4934,9271,"C4","C8","H12",28,32,96,"SAG_250nM",2887,"1","MAF_NKX2-1"
"28_33_17__s4","sample28","hg38",10750,95567,173601,"C4","C9","B5",28,33,17,"SAG_250nM",2888,"6","MAF_NKX2-1"
"28_33_81__s4","sample28","hg38",3093,8816,16153,"C4","C9","G9",28,33,81,"SAG_250nM",2889,"1","MAF_NKX2-1"
"28_34_38__s4","sample28","hg38",3656,11801,21738,"C4","C10","D2",28,34,38,"SAG_250nM",2890,"4","SST_NKX2-1"
"28_35_23__s4","sample28","hg38",1746,3134,5531,"C4","C11","B11",28,35,23,"SAG_250nM",2891,NA,"filtered"
"28_35_95__s4","sample28","hg38",4603,16737,30648,"C4","C11","H11",28,35,95,"SAG_250nM",2892,"1","MAF_NKX2-1"
"28_36_16__s4","sample28","hg38",4345,13923,24938,"C4","C12","B4",28,36,16,"SAG_250nM",2893,"5","LHX8_NKX2-1"
"28_38_27__s4","sample28","hg38",3638,7885,14370,"C4","D2","C3",28,38,27,"SAG_250nM",2894,NA,"filtered"
"28_38_46__s4","sample28","hg38",3883,9616,17685,"C4","D2","D10",28,38,46,"SAG_250nM",2895,"18","c18"
"28_40_49__s4","sample28","hg38",3348,10723,19870,"C4","D4","E1",28,40,49,"SAG_250nM",2896,"6","MAF_NKX2-1"
"28_40_52__s4","sample28","hg38",5675,21188,39036,"C4","D4","E4",28,40,52,"SAG_250nM",2897,"8","LHX8_NKX2-1"
"28_41_08__s4","sample28","hg38",2373,5847,10755,"C4","D5","A8",28,41,8,"SAG_250nM",2898,"1","MAF_NKX2-1"
"28_41_46__s4","sample28","hg38",4307,13153,24437,"C4","D5","D10",28,41,46,"SAG_250nM",2899,"3","TAC3_NKX2-1"
"28_43_60__s4","sample28","hg38",4937,15549,27995,"C4","D7","E12",28,43,60,"SAG_250nM",2900,"1","MAF_NKX2-1"
"28_43_76__s4","sample28","hg38",2422,4317,7910,"C4","D7","G4",28,43,76,"SAG_250nM",2901,"0","c0"
"28_43_92__s4","sample28","hg38",12458,133697,246399,"C4","D7","H8",28,43,92,"SAG_250nM",2902,"14","c14"
"28_45_33__s4","sample28","hg38",2400,5976,11017,"C4","D9","C9",28,45,33,"SAG_250nM",2903,"1","MAF_NKX2-1"
"28_45_77__s4","sample28","hg38",2647,6979,12893,"C4","D9","G5",28,45,77,"SAG_250nM",2904,"4","SST_NKX2-1"
"28_45_95__s4","sample28","hg38",4011,11666,21414,"C4","D9","H11",28,45,95,"SAG_250nM",2905,"5","LHX8_NKX2-1"
"28_46_66__s4","sample28","hg38",6305,21865,39823,"C4","D10","F6",28,46,66,"SAG_250nM",2906,"18","c18"
"28_48_38__s4","sample28","hg38",3340,11021,19922,"C4","D12","D2",28,48,38,"SAG_250nM",2907,"4","SST_NKX2-1"
"28_48_93__s4","sample28","hg38",5115,14614,26477,"C4","D12","H9",28,48,93,"SAG_250nM",2908,"18","c18"
"28_49_60__s4","sample28","hg38",1873,4084,7525,"C4","E1","E12",28,49,60,"SAG_250nM",2909,"1","MAF_NKX2-1"
"28_50_03__s4","sample28","hg38",3469,12460,22493,"C4","E2","A3",28,50,3,"SAG_250nM",2910,"5","LHX8_NKX2-1"
"28_52_29__s4","sample28","hg38",2637,7333,13204,"C4","E4","C5",28,52,29,"SAG_250nM",2911,"3","TAC3_NKX2-1"
"28_52_30__s4","sample28","hg38",2803,9033,16355,"C4","E4","C6",28,52,30,"SAG_250nM",2912,"1","MAF_NKX2-1"
"28_52_41__s4","sample28","hg38",3562,10273,18621,"C4","E4","D5",28,52,41,"SAG_250nM",2913,"6","MAF_NKX2-1"
"28_53_69__s4","sample28","hg38",3414,10712,19563,"C4","E5","F9",28,53,69,"SAG_250nM",2914,"4","SST_NKX2-1"
"28_55_06__s4","sample28","hg38",2931,6806,12170,"C4","E7","A6",28,55,6,"SAG_250nM",2915,"3","TAC3_NKX2-1"
"28_55_10__s4","sample28","hg38",2332,4331,7785,"C4","E7","A10",28,55,10,"SAG_250nM",2916,"16","c16"
"28_56_84__s4","sample28","hg38",3835,12205,22303,"C4","E8","G12",28,56,84,"SAG_250nM",2917,NA,"filtered"
"28_59_11__s4","sample28","hg38",5144,17306,31261,"C4","E11","A11",28,59,11,"SAG_250nM",2918,NA,"filtered"
"28_59_91__s4","sample28","hg38",3883,13833,25276,"C4","E11","H7",28,59,91,"SAG_250nM",2919,"6","MAF_NKX2-1"
"28_63_72__s4","sample28","hg38",5852,18101,34293,"C4","F3","F12",28,63,72,"SAG_250nM",2920,NA,"filtered"
"28_64_43__s4","sample28","hg38",3899,8023,14838,"C4","F4","D7",28,64,43,"SAG_250nM",2921,NA,"filtered"
"28_65_82__s4","sample28","hg38",4312,14058,26332,"C4","F5","G10",28,65,82,"SAG_250nM",2922,"0","c0"
"28_66_51__s4","sample28","hg38",4262,14312,26947,"C4","F6","E3",28,66,51,"SAG_250nM",2923,"6","MAF_NKX2-1"
"28_69_25__s4","sample28","hg38",3006,7484,13351,"C4","F9","C1",28,69,25,"SAG_250nM",2924,"0","c0"
"28_69_26__s4","sample28","hg38",4424,13287,23999,"C4","F9","C2",28,69,26,"SAG_250nM",2925,"8","LHX8_NKX2-1"
"28_70_08__s4","sample28","hg38",4130,11181,20464,"C4","F10","A8",28,70,8,"SAG_250nM",2926,"16","c16"
"28_71_09__s4","sample28","hg38",5317,17216,31534,"C4","F11","A9",28,71,9,"SAG_250nM",2927,"5","LHX8_NKX2-1"
"28_71_88__s4","sample28","hg38",8297,39220,71680,"C4","F11","H4",28,71,88,"SAG_250nM",2928,NA,"filtered"
"28_71_94__s4","sample28","hg38",4938,14838,26933,"C4","F11","H10",28,71,94,"SAG_250nM",2929,"5","LHX8_NKX2-1"
"28_74_64__s4","sample28","hg38",7775,35793,64685,"C4","G2","F4",28,74,64,"SAG_250nM",2930,"3","TAC3_NKX2-1"
"28_75_90__s4","sample28","hg38",4151,10668,19351,"C4","G3","H6",28,75,90,"SAG_250nM",2931,NA,"filtered"
"28_76_42__s4","sample28","hg38",4505,12751,22983,"C4","G4","D6",28,76,42,"SAG_250nM",2932,NA,"filtered"
"28_76_45__s4","sample28","hg38",2732,7025,12803,"C4","G4","D9",28,76,45,"SAG_250nM",2933,"6","MAF_NKX2-1"
"28_77_72__s4","sample28","hg38",1830,2836,5151,"C4","G5","F12",28,77,72,"SAG_250nM",2934,NA,"filtered"
"28_77_78__s4","sample28","hg38",2907,7335,13074,"C4","G5","G6",28,77,78,"SAG_250nM",2935,"4","SST_NKX2-1"
"28_78_40__s4","sample28","hg38",5137,16718,30530,"C4","G6","D4",28,78,40,"SAG_250nM",2936,NA,"filtered"
"28_78_49__s4","sample28","hg38",5396,17346,31739,"C4","G6","E1",28,78,49,"SAG_250nM",2937,"19","c19"
"28_78_87__s4","sample28","hg38",2559,6561,12084,"C4","G6","H3",28,78,87,"SAG_250nM",2938,"6","MAF_NKX2-1"
