"bc_index","sample","species","gene_count","tscp_count","mread_count","bc1_well","bc2_well","bc3_well","bc1_wind","bc2_wind","bc3_wind","condition","Order","seurat_clusters","ClusterLabel"
"22_01_74__s1","sample22","hg38",8791,54446,100630,"B10","A1","G2",22,1,74,"SAG_1uM",1,NA,"filtered"
"22_02_67__s1","sample22","hg38",1979,4844,8815,"B10","A2","F7",22,2,67,"SAG_1uM",2,"1","MAF_NKX2-1"
"22_03_34__s1","sample22","hg38",3816,11018,20127,"B10","A3","C10",22,3,34,"SAG_1uM",3,"8","LHX8_NKX2-1"
"22_03_35__s1","sample22","hg38",3202,7839,14300,"B10","A3","C11",22,3,35,"SAG_1uM",4,"1","MAF_NKX2-1"
"22_03_85__s1","sample22","hg38",3529,8071,14820,"B10","A3","H1",22,3,85,"SAG_1uM",5,NA,"filtered"
"22_04_65__s1","sample22","hg38",5819,19666,36317,"B10","A4","F5",22,4,65,"SAG_1uM",6,"2","c2"
"22_05_95__s1","sample22","hg38",2758,6882,12841,"B10","A5","H11",22,5,95,"SAG_1uM",7,"1","MAF_NKX2-1"
"22_06_27__s1","sample22","hg38",6059,25238,45784,"B10","A6","C3",22,6,27,"SAG_1uM",8,NA,"filtered"
"22_06_61__s1","sample22","hg38",7430,30721,57979,"B10","A6","F1",22,6,61,"SAG_1uM",9,NA,"filtered"
"22_06_86__s1","sample22","hg38",9778,69427,129222,"B10","A6","H2",22,6,86,"SAG_1uM",10,NA,"filtered"
"22_06_93__s1","sample22","hg38",8692,55560,103853,"B10","A6","H9",22,6,93,"SAG_1uM",11,"19","c19"
"22_07_52__s1","sample22","hg38",8392,42626,78147,"B10","A7","E4",22,7,52,"SAG_1uM",12,NA,"filtered"
"22_08_42__s1","sample22","hg38",4278,11887,21776,"B10","A8","D6",22,8,42,"SAG_1uM",13,"0","c0"
"22_10_26__s1","sample22","hg38",3240,6073,11080,"B10","A10","C2",22,10,26,"SAG_1uM",14,NA,"filtered"
"22_12_04__s1","sample22","hg38",4837,12675,23047,"B10","A12","A4",22,12,4,"SAG_1uM",15,NA,"filtered"
"22_12_18__s1","sample22","hg38",2490,5857,10696,"B10","A12","B6",22,12,18,"SAG_1uM",16,"1","MAF_NKX2-1"
"22_14_26__s1","sample22","hg38",5159,17729,32445,"B10","B2","C2",22,14,26,"SAG_1uM",17,"0","c0"
"22_14_38__s1","sample22","hg38",4372,12996,24142,"B10","B2","D2",22,14,38,"SAG_1uM",18,"6","MAF_NKX2-1"
"22_15_16__s1","sample22","hg38",4630,15861,29183,"B10","B3","B4",22,15,16,"SAG_1uM",19,"8","LHX8_NKX2-1"
"22_16_53__s1","sample22","hg38",8531,39867,74917,"B10","B4","E5",22,16,53,"SAG_1uM",20,NA,"filtered"
"22_17_93__s1","sample22","hg38",5972,24652,45683,"B10","B5","H9",22,17,93,"SAG_1uM",21,"5","LHX8_NKX2-1"
"22_19_27__s1","sample22","hg38",4091,15811,28559,"B10","B7","C3",22,19,27,"SAG_1uM",22,"4","SST_NKX2-1"
"22_19_45__s1","sample22","hg38",2733,6371,11516,"B10","B7","D9",22,19,45,"SAG_1uM",23,"2","c2"
"22_20_01__s1","sample22","hg38",2864,6506,11554,"B10","B8","A1",22,20,1,"SAG_1uM",24,"0","c0"
"22_21_21__s1","sample22","hg38",4057,10065,18436,"B10","B9","B9",22,21,21,"SAG_1uM",25,"0","c0"
"22_21_34__s1","sample22","hg38",3238,8224,15432,"B10","B9","C10",22,21,34,"SAG_1uM",26,"16","c16"
"22_24_19__s1","sample22","hg38",3768,9691,17757,"B10","B12","B7",22,24,19,"SAG_1uM",27,"0","c0"
"22_24_68__s1","sample22","hg38",6982,27540,51207,"B10","B12","F8",22,24,68,"SAG_1uM",28,"16","c16"
"22_24_72__s1","sample22","hg38",3671,10898,20734,"B10","B12","F12",22,24,72,"SAG_1uM",29,"1","MAF_NKX2-1"
"22_25_04__s1","sample22","hg38",4363,12931,23870,"B10","C1","A4",22,25,4,"SAG_1uM",30,"5","LHX8_NKX2-1"
"22_25_64__s1","sample22","hg38",4682,13947,26029,"B10","C1","F4",22,25,64,"SAG_1uM",31,NA,"filtered"
"22_25_73__s1","sample22","hg38",2109,4335,8064,"B10","C1","G1",22,25,73,"SAG_1uM",32,"2","c2"
"22_26_66__s1","sample22","hg38",4492,18323,34359,"B10","C2","F6",22,26,66,"SAG_1uM",33,NA,"filtered"
"22_27_07__s1","sample22","hg38",6213,27390,49662,"B10","C3","A7",22,27,7,"SAG_1uM",34,"3","TAC3_NKX2-1"
"22_27_54__s1","sample22","hg38",7213,27653,51100,"B10","C3","E6",22,27,54,"SAG_1uM",35,NA,"filtered"
"22_28_09__s1","sample22","hg38",6826,33024,61063,"B10","C4","A9",22,28,9,"SAG_1uM",36,NA,"filtered"
"22_28_21__s1","sample22","hg38",8493,49506,90611,"B10","C4","B9",22,28,21,"SAG_1uM",37,"0","c0"
"22_28_67__s1","sample22","hg38",3795,10177,18245,"B10","C4","F7",22,28,67,"SAG_1uM",38,"2","c2"
"22_30_05__s1","sample22","hg38",2563,5246,9617,"B10","C6","A5",22,30,5,"SAG_1uM",39,NA,"filtered"
"22_30_15__s1","sample22","hg38",1539,3212,5787,"B10","C6","B3",22,30,15,"SAG_1uM",40,NA,"filtered"
"22_30_93__s1","sample22","hg38",1545,2477,4482,"B10","C6","H9",22,30,93,"SAG_1uM",41,NA,"filtered"
"22_31_01__s1","sample22","hg38",2176,5221,9496,"B10","C7","A1",22,31,1,"SAG_1uM",42,"1","MAF_NKX2-1"
"22_31_02__s1","sample22","hg38",8127,41823,77628,"B10","C7","A2",22,31,2,"SAG_1uM",43,"8","LHX8_NKX2-1"
"22_32_17__s1","sample22","hg38",5195,14853,27434,"B10","C8","B5",22,32,17,"SAG_1uM",44,"16","c16"
"22_33_83__s1","sample22","hg38",5500,21715,40269,"B10","C9","G11",22,33,83,"SAG_1uM",45,"3","TAC3_NKX2-1"
"22_34_08__s1","sample22","hg38",5949,26132,48316,"B10","C10","A8",22,34,8,"SAG_1uM",46,"3","TAC3_NKX2-1"
"22_34_31__s1","sample22","hg38",4753,14034,25482,"B10","C10","C7",22,34,31,"SAG_1uM",47,"0","c0"
"22_34_92__s1","sample22","hg38",5247,21166,39768,"B10","C10","H8",22,34,92,"SAG_1uM",48,NA,"filtered"
"22_35_10__s1","sample22","hg38",4220,11711,20837,"B10","C11","A10",22,35,10,"SAG_1uM",49,"0","c0"
"22_35_21__s1","sample22","hg38",3280,8056,14732,"B10","C11","B9",22,35,21,"SAG_1uM",50,"6","MAF_NKX2-1"
"22_35_23__s1","sample22","hg38",3832,9244,16576,"B10","C11","B11",22,35,23,"SAG_1uM",51,"4","SST_NKX2-1"
"22_35_54__s1","sample22","hg38",4486,16503,29971,"B10","C11","E6",22,35,54,"SAG_1uM",52,"17","SST_NKX2-1"
"22_35_61__s1","sample22","hg38",2967,9945,18368,"B10","C11","F1",22,35,61,"SAG_1uM",53,"1","MAF_NKX2-1"
"22_36_66__s1","sample22","hg38",4302,11376,20569,"B10","C12","F6",22,36,66,"SAG_1uM",54,"0","c0"
"22_36_80__s1","sample22","hg38",4935,12392,22674,"B10","C12","G8",22,36,80,"SAG_1uM",55,"0","c0"
"22_37_04__s1","sample22","hg38",3162,7465,13963,"B10","D1","A4",22,37,4,"SAG_1uM",56,"6","MAF_NKX2-1"
"22_37_82__s1","sample22","hg38",4736,17070,32616,"B10","D1","G10",22,37,82,"SAG_1uM",57,NA,"filtered"
"22_38_43__s1","sample22","hg38",3450,7275,13773,"B10","D2","D7",22,38,43,"SAG_1uM",58,NA,"filtered"
"22_38_51__s1","sample22","hg38",4263,14063,26335,"B10","D2","E3",22,38,51,"SAG_1uM",59,"5","LHX8_NKX2-1"
"22_38_53__s1","sample22","hg38",3993,10117,19207,"B10","D2","E5",22,38,53,"SAG_1uM",60,"5","LHX8_NKX2-1"
"22_39_68__s1","sample22","hg38",5617,22423,40576,"B10","D3","F8",22,39,68,"SAG_1uM",61,"8","LHX8_NKX2-1"
"22_40_23__s1","sample22","hg38",4298,14628,27357,"B10","D4","B11",22,40,23,"SAG_1uM",62,"4","SST_NKX2-1"
"22_40_26__s1","sample22","hg38",7096,36325,68493,"B10","D4","C2",22,40,26,"SAG_1uM",63,"0","c0"
"22_40_47__s1","sample22","hg38",4592,14009,26068,"B10","D4","D11",22,40,47,"SAG_1uM",64,"6","MAF_NKX2-1"
"22_41_03__s1","sample22","hg38",8982,46891,87483,"B10","D5","A3",22,41,3,"SAG_1uM",65,"14","c14"
"22_42_85__s1","sample22","hg38",5201,19496,35595,"B10","D6","H1",22,42,85,"SAG_1uM",66,"3","TAC3_NKX2-1"
"22_43_14__s1","sample22","hg38",1504,2486,4555,"B10","D7","B2",22,43,14,"SAG_1uM",67,NA,"filtered"
"22_43_25__s1","sample22","hg38",5512,19800,36459,"B10","D7","C1",22,43,25,"SAG_1uM",68,"5","LHX8_NKX2-1"
"22_44_03__s1","sample22","hg38",3365,7553,13720,"B10","D8","A3",22,44,3,"SAG_1uM",69,"2","c2"
"22_45_28__s1","sample22","hg38",5789,22160,41354,"B10","D9","C4",22,45,28,"SAG_1uM",70,NA,"filtered"
"22_46_34__s1","sample22","hg38",6381,28534,52417,"B10","D10","C10",22,46,34,"SAG_1uM",71,"2","c2"
"22_46_41__s1","sample22","hg38",4790,16636,30552,"B10","D10","D5",22,46,41,"SAG_1uM",72,"2","c2"
"22_47_60__s1","sample22","hg38",3020,8904,16248,"B10","D11","E12",22,47,60,"SAG_1uM",73,"6","MAF_NKX2-1"
"22_47_90__s1","sample22","hg38",2460,5335,9840,"B10","D11","H6",22,47,90,"SAG_1uM",74,"17","SST_NKX2-1"
"22_49_92__s1","sample22","hg38",2133,3515,6522,"B10","E1","H8",22,49,92,"SAG_1uM",75,"18","c18"
"22_50_55__s1","sample22","hg38",12823,149943,278140,"B10","E2","E7",22,50,55,"SAG_1uM",76,NA,"filtered"
"22_50_57__s1","sample22","hg38",4451,15162,27927,"B10","E2","E9",22,50,57,"SAG_1uM",77,"17","SST_NKX2-1"
"22_50_64__s1","sample22","hg38",7594,37842,70094,"B10","E2","F4",22,50,64,"SAG_1uM",78,"5","LHX8_NKX2-1"
"22_50_91__s1","sample22","hg38",5651,20592,38540,"B10","E2","H7",22,50,91,"SAG_1uM",79,"3","TAC3_NKX2-1"
"22_50_92__s1","sample22","hg38",3693,8394,15952,"B10","E2","H8",22,50,92,"SAG_1uM",80,NA,"filtered"
"22_51_57__s1","sample22","hg38",5210,14908,27675,"B10","E3","E9",22,51,57,"SAG_1uM",81,"0","c0"
"22_51_70__s1","sample22","hg38",3401,11305,21085,"B10","E3","F10",22,51,70,"SAG_1uM",82,"4","SST_NKX2-1"
"22_51_77__s1","sample22","hg38",5888,24450,45588,"B10","E3","G5",22,51,77,"SAG_1uM",83,"17","SST_NKX2-1"
"22_51_88__s1","sample22","hg38",5415,17050,32028,"B10","E3","H4",22,51,88,"SAG_1uM",84,"0","c0"
"22_52_76__s1","sample22","hg38",5481,18914,34821,"B10","E4","G4",22,52,76,"SAG_1uM",85,"2","c2"
"22_54_04__s1","sample22","hg38",5657,15842,29541,"B10","E6","A4",22,54,4,"SAG_1uM",86,NA,"filtered"
"22_55_21__s1","sample22","hg38",3178,7237,13473,"B10","E7","B9",22,55,21,"SAG_1uM",87,"4","SST_NKX2-1"
"22_57_07__s1","sample22","hg38",7164,29693,54666,"B10","E9","A7",22,57,7,"SAG_1uM",88,"0","c0"
"22_57_85__s1","sample22","hg38",4480,13454,25091,"B10","E9","H1",22,57,85,"SAG_1uM",89,"0","c0"
"22_58_19__s1","sample22","hg38",5613,15212,27855,"B10","E10","B7",22,58,19,"SAG_1uM",90,NA,"filtered"
"22_58_56__s1","sample22","hg38",6754,27302,50294,"B10","E10","E8",22,58,56,"SAG_1uM",91,NA,"filtered"
"22_59_06__s1","sample22","hg38",4498,15632,29171,"B10","E11","A6",22,59,6,"SAG_1uM",92,"0","c0"
"22_60_91__s1","sample22","hg38",4216,12212,23244,"B10","E12","H7",22,60,91,"SAG_1uM",93,NA,"filtered"
"22_61_86__s1","sample22","hg38",4989,17628,32229,"B10","F1","H2",22,61,86,"SAG_1uM",94,NA,"filtered"
"22_62_13__s1","sample22","hg38",3874,11684,21804,"B10","F2","B1",22,62,13,"SAG_1uM",95,"1","MAF_NKX2-1"
"22_62_48__s1","sample22","hg38",5930,22586,41604,"B10","F2","D12",22,62,48,"SAG_1uM",96,NA,"filtered"
"22_62_76__s1","sample22","hg38",3409,9260,16896,"B10","F2","G4",22,62,76,"SAG_1uM",97,"20","c20"
"22_63_26__s1","sample22","hg38",5301,18869,34845,"B10","F3","C2",22,63,26,"SAG_1uM",98,"3","TAC3_NKX2-1"
"22_63_46__s1","sample22","hg38",4249,12332,23001,"B10","F3","D10",22,63,46,"SAG_1uM",99,"20","c20"
"22_63_48__s1","sample22","hg38",6488,23573,43272,"B10","F3","D12",22,63,48,"SAG_1uM",100,NA,"filtered"
"22_63_51__s1","sample22","hg38",4814,15172,27859,"B10","F3","E3",22,63,51,"SAG_1uM",101,"0","c0"
"22_64_07__s1","sample22","hg38",4642,16461,30708,"B10","F4","A7",22,64,7,"SAG_1uM",102,"0","c0"
"22_64_28__s1","sample22","hg38",5389,16904,31996,"B10","F4","C4",22,64,28,"SAG_1uM",103,NA,"filtered"
"22_65_20__s1","sample22","hg38",4321,13644,25737,"B10","F5","B8",22,65,20,"SAG_1uM",104,"3","TAC3_NKX2-1"
"22_66_53__s1","sample22","hg38",1899,3158,5890,"B10","F6","E5",22,66,53,"SAG_1uM",105,"18","c18"
"22_67_73__s1","sample22","hg38",4764,15928,29905,"B10","F7","G1",22,67,73,"SAG_1uM",106,"8","LHX8_NKX2-1"
"22_68_39__s1","sample22","hg38",4655,17024,31216,"B10","F8","D3",22,68,39,"SAG_1uM",107,"6","MAF_NKX2-1"
"22_68_61__s1","sample22","hg38",5017,14923,28051,"B10","F8","F1",22,68,61,"SAG_1uM",108,"0","c0"
"22_69_59__s1","sample22","hg38",3293,11778,21262,"B10","F9","E11",22,69,59,"SAG_1uM",109,"1","MAF_NKX2-1"
"22_69_75__s1","sample22","hg38",2920,6418,11811,"B10","F9","G3",22,69,75,"SAG_1uM",110,"2","c2"
"22_70_55__s1","sample22","hg38",5501,18522,34083,"B10","F10","E7",22,70,55,"SAG_1uM",111,"17","SST_NKX2-1"
"22_71_14__s1","sample22","hg38",8281,47083,86719,"B10","F11","B2",22,71,14,"SAG_1uM",112,NA,"filtered"
"22_71_53__s1","sample22","hg38",4844,15884,29212,"B10","F11","E5",22,71,53,"SAG_1uM",113,NA,"filtered"
"22_71_93__s1","sample22","hg38",3993,10268,19004,"B10","F11","H9",22,71,93,"SAG_1uM",114,NA,"filtered"
"22_73_16__s1","sample22","hg38",5215,15251,27869,"B10","G1","B4",22,73,16,"SAG_1uM",115,NA,"filtered"
"22_74_11__s1","sample22","hg38",4545,14773,27088,"B10","G2","A11",22,74,11,"SAG_1uM",116,"2","c2"
"22_76_18__s1","sample22","hg38",4478,12986,24458,"B10","G4","B6",22,76,18,"SAG_1uM",117,"0","c0"
"22_76_80__s1","sample22","hg38",5184,18624,34592,"B10","G4","G8",22,76,80,"SAG_1uM",118,"0","c0"
"22_78_03__s1","sample22","hg38",1589,2638,4831,"B10","G6","A3",22,78,3,"SAG_1uM",119,NA,"filtered"
"22_79_91__s1","sample22","hg38",5464,18964,35721,"B10","G7","H7",22,79,91,"SAG_1uM",120,NA,"filtered"
"22_80_19__s1","sample22","hg38",5964,21060,38338,"B10","G8","B7",22,80,19,"SAG_1uM",121,"0","c0"
"22_80_34__s1","sample22","hg38",3656,11971,22039,"B10","G8","C10",22,80,34,"SAG_1uM",122,"1","MAF_NKX2-1"
"22_81_54__s1","sample22","hg38",3151,8669,15917,"B10","G9","E6",22,81,54,"SAG_1uM",123,"2","c2"
"22_81_82__s1","sample22","hg38",4935,15231,28138,"B10","G9","G10",22,81,82,"SAG_1uM",124,NA,"filtered"
"22_81_95__s1","sample22","hg38",3169,7645,14402,"B10","G9","H11",22,81,95,"SAG_1uM",125,"1","MAF_NKX2-1"
"22_82_07__s1","sample22","hg38",4096,8976,16204,"B10","G10","A7",22,82,7,"SAG_1uM",126,NA,"filtered"
"22_82_13__s1","sample22","hg38",2080,4194,7390,"B10","G10","B1",22,82,13,"SAG_1uM",127,"1","MAF_NKX2-1"
"22_82_69__s1","sample22","hg38",3438,7850,14219,"B10","G10","F9",22,82,69,"SAG_1uM",128,"0","c0"
"22_82_89__s1","sample22","hg38",4024,10600,19287,"B10","G10","H5",22,82,89,"SAG_1uM",129,NA,"filtered"
"22_84_91__s1","sample22","hg38",6715,32047,58481,"B10","G12","H7",22,84,91,"SAG_1uM",130,"8","LHX8_NKX2-1"
"22_85_71__s1","sample22","hg38",5642,20788,37842,"B10","H1","F11",22,85,71,"SAG_1uM",131,NA,"filtered"
"22_85_80__s1","sample22","hg38",3252,9615,17474,"B10","H1","G8",22,85,80,"SAG_1uM",132,"4","SST_NKX2-1"
"22_86_20__s1","sample22","hg38",3299,8186,15119,"B10","H2","B8",22,86,20,"SAG_1uM",133,"0","c0"
"22_86_31__s1","sample22","hg38",10704,89340,164310,"B10","H2","C7",22,86,31,"SAG_1uM",134,"8","LHX8_NKX2-1"
"22_86_33__s1","sample22","hg38",5068,12587,23429,"B10","H2","C9",22,86,33,"SAG_1uM",135,NA,"filtered"
"22_86_86__s1","sample22","hg38",5851,22030,41202,"B10","H2","H2",22,86,86,"SAG_1uM",136,NA,"filtered"
"22_86_93__s1","sample22","hg38",9268,50457,94419,"B10","H2","H9",22,86,93,"SAG_1uM",137,NA,"filtered"
"22_87_33__s1","sample22","hg38",5129,16433,29774,"B10","H3","C9",22,87,33,"SAG_1uM",138,NA,"filtered"
"22_87_34__s1","sample22","hg38",6045,23753,42739,"B10","H3","C10",22,87,34,"SAG_1uM",139,NA,"filtered"
"22_87_56__s1","sample22","hg38",4479,14655,26749,"B10","H3","E8",22,87,56,"SAG_1uM",140,"2","c2"
"22_88_11__s1","sample22","hg38",7384,31918,57446,"B10","H4","A11",22,88,11,"SAG_1uM",141,NA,"filtered"
"22_88_30__s1","sample22","hg38",4766,14543,26452,"B10","H4","C6",22,88,30,"SAG_1uM",142,"0","c0"
"22_88_67__s1","sample22","hg38",6445,25325,45735,"B10","H4","F7",22,88,67,"SAG_1uM",143,"5","LHX8_NKX2-1"
"22_88_70__s1","sample22","hg38",4766,13056,24307,"B10","H4","F10",22,88,70,"SAG_1uM",144,"0","c0"
"22_88_89__s1","sample22","hg38",4336,14515,26027,"B10","H4","H5",22,88,89,"SAG_1uM",145,"4","SST_NKX2-1"
"22_89_28__s1","sample22","hg38",2670,6767,12410,"B10","H5","C4",22,89,28,"SAG_1uM",146,"2","c2"
"22_91_18__s1","sample22","hg38",4919,14131,26569,"B10","H7","B6",22,91,18,"SAG_1uM",147,"19","c19"
"22_91_36__s1","sample22","hg38",3911,12814,23699,"B10","H7","C12",22,91,36,"SAG_1uM",148,"2","c2"
"22_92_01__s1","sample22","hg38",5228,14753,26708,"B10","H8","A1",22,92,1,"SAG_1uM",149,NA,"filtered"
"22_93_51__s1","sample22","hg38",3242,10751,19725,"B10","H9","E3",22,93,51,"SAG_1uM",150,"6","MAF_NKX2-1"
"22_94_59__s1","sample22","hg38",5374,18405,33252,"B10","H10","E11",22,94,59,"SAG_1uM",151,NA,"filtered"
"26_02_15__s1","sample26","hg38",4864,13463,24849,"C2","A2","B3",26,2,15,"SAG_2uM",152,"0","c0"
"26_03_74__s1","sample26","hg38",4746,15238,27187,"C2","A3","G2",26,3,74,"SAG_2uM",153,NA,"filtered"
"26_04_52__s1","sample26","hg38",4976,15598,28577,"C2","A4","E4",26,4,52,"SAG_2uM",154,NA,"filtered"
"26_05_39__s1","sample26","hg38",5487,20279,36603,"C2","A5","D3",26,5,39,"SAG_2uM",155,NA,"filtered"
"26_05_41__s1","sample26","hg38",5248,20227,36717,"C2","A5","D5",26,5,41,"SAG_2uM",156,"3","TAC3_NKX2-1"
"26_06_15__s1","sample26","hg38",4184,12263,22623,"C2","A6","B3",26,6,15,"SAG_2uM",157,NA,"filtered"
"26_06_34__s1","sample26","hg38",5150,16267,29938,"C2","A6","C10",26,6,34,"SAG_2uM",158,NA,"filtered"
"26_06_92__s1","sample26","hg38",7157,32734,60529,"C2","A6","H8",26,6,92,"SAG_2uM",159,"3","TAC3_NKX2-1"
"26_07_34__s1","sample26","hg38",5980,21457,39703,"C2","A7","C10",26,7,34,"SAG_2uM",160,"2","c2"
"26_08_01__s1","sample26","hg38",2969,8991,16394,"C2","A8","A1",26,8,1,"SAG_2uM",161,"1","MAF_NKX2-1"
"26_09_25__s1","sample26","hg38",5671,17351,31950,"C2","A9","C1",26,9,25,"SAG_2uM",162,NA,"filtered"
"26_09_81__s1","sample26","hg38",4275,11949,21994,"C2","A9","G9",26,9,81,"SAG_2uM",163,"8","LHX8_NKX2-1"
"26_11_71__s1","sample26","hg38",4079,10209,17744,"C2","A11","F11",26,11,71,"SAG_2uM",164,"0","c0"
"26_12_19__s1","sample26","hg38",5076,16036,29222,"C2","A12","B7",26,12,19,"SAG_2uM",165,"3","TAC3_NKX2-1"
"26_12_36__s1","sample26","hg38",4529,11348,20594,"C2","A12","C12",26,12,36,"SAG_2uM",166,NA,"filtered"
"26_12_51__s1","sample26","hg38",5417,17414,31808,"C2","A12","E3",26,12,51,"SAG_2uM",167,"0","c0"
"26_12_73__s1","sample26","hg38",4383,10770,19741,"C2","A12","G1",26,12,73,"SAG_2uM",168,NA,"filtered"
"26_12_94__s1","sample26","hg38",4866,14624,26895,"C2","A12","H10",26,12,94,"SAG_2uM",169,"2","c2"
"26_14_16__s1","sample26","hg38",6492,21004,38542,"C2","B2","B4",26,14,16,"SAG_2uM",170,NA,"filtered"
"26_14_70__s1","sample26","hg38",5769,20923,38922,"C2","B2","F10",26,14,70,"SAG_2uM",171,"3","TAC3_NKX2-1"
"26_15_10__s1","sample26","hg38",6869,26662,48547,"C2","B3","A10",26,15,10,"SAG_2uM",172,NA,"filtered"
"26_16_23__s1","sample26","hg38",4712,12555,22971,"C2","B4","B11",26,16,23,"SAG_2uM",173,"0","c0"
"26_16_43__s1","sample26","hg38",1951,3450,6189,"C2","B4","D7",26,16,43,"SAG_2uM",174,"2","c2"
"26_16_54__s1","sample26","hg38",4674,12342,22906,"C2","B4","E6",26,16,54,"SAG_2uM",175,"0","c0"
"26_16_77__s1","sample26","hg38",8840,38587,72454,"C2","B4","G5",26,16,77,"SAG_2uM",176,NA,"filtered"
"26_19_23__s1","sample26","hg38",1957,2990,5393,"C2","B7","B11",26,19,23,"SAG_2uM",177,"2","c2"
"26_19_35__s1","sample26","hg38",5524,14807,27101,"C2","B7","C11",26,19,35,"SAG_2uM",178,"0","c0"
"26_19_95__s1","sample26","hg38",18410,680459,1290589,"C2","B7","H11",26,19,95,"SAG_2uM",179,"14","c14"
"26_20_05__s1","sample26","hg38",4998,15138,27559,"C2","B8","A5",26,20,5,"SAG_2uM",180,"2","c2"
"26_20_63__s1","sample26","hg38",5720,22150,40039,"C2","B8","F3",26,20,63,"SAG_2uM",181,"20","c20"
"26_20_64__s1","sample26","hg38",5086,19534,35012,"C2","B8","F4",26,20,64,"SAG_2uM",182,NA,"filtered"
"26_20_89__s1","sample26","hg38",6453,20114,36254,"C2","B8","H5",26,20,89,"SAG_2uM",183,NA,"filtered"
"26_21_06__s1","sample26","hg38",4657,12991,24005,"C2","B9","A6",26,21,6,"SAG_2uM",184,"3","TAC3_NKX2-1"
"26_21_49__s1","sample26","hg38",3322,10324,18910,"C2","B9","E1",26,21,49,"SAG_2uM",185,"17","SST_NKX2-1"
"26_22_21__s1","sample26","hg38",3793,12455,22891,"C2","B10","B9",26,22,21,"SAG_2uM",186,"1","MAF_NKX2-1"
"26_22_31__s1","sample26","hg38",9672,57611,105605,"C2","B10","C7",26,22,31,"SAG_2uM",187,"14","c14"
"26_24_28__s1","sample26","hg38",8608,44912,82737,"C2","B12","C4",26,24,28,"SAG_2uM",188,"14","c14"
"26_24_48__s1","sample26","hg38",5340,20499,37590,"C2","B12","D12",26,24,48,"SAG_2uM",189,"3","TAC3_NKX2-1"
"26_25_19__s1","sample26","hg38",4671,14137,26229,"C2","C1","B7",26,25,19,"SAG_2uM",190,"5","LHX8_NKX2-1"
"26_25_85__s1","sample26","hg38",5251,16020,29894,"C2","C1","H1",26,25,85,"SAG_2uM",191,"3","TAC3_NKX2-1"
"26_26_05__s1","sample26","hg38",5257,17979,33072,"C2","C2","A5",26,26,5,"SAG_2uM",192,"0","c0"
"26_27_19__s1","sample26","hg38",3714,9492,17672,"C2","C3","B7",26,27,19,"SAG_2uM",193,"2","c2"
"26_27_38__s1","sample26","hg38",6156,21746,40287,"C2","C3","D2",26,27,38,"SAG_2uM",194,NA,"filtered"
"26_27_50__s1","sample26","hg38",5311,16849,31486,"C2","C3","E2",26,27,50,"SAG_2uM",195,"18","c18"
"26_28_04__s1","sample26","hg38",5612,23115,42252,"C2","C4","A4",26,28,4,"SAG_2uM",196,"3","TAC3_NKX2-1"
"26_28_69__s1","sample26","hg38",4239,10559,19291,"C2","C4","F9",26,28,69,"SAG_2uM",197,"0","c0"
"26_29_35__s1","sample26","hg38",3191,9581,17701,"C2","C5","C11",26,29,35,"SAG_2uM",198,"17","SST_NKX2-1"
"26_29_49__s1","sample26","hg38",6220,23452,43457,"C2","C5","E1",26,29,49,"SAG_2uM",199,NA,"filtered"
"26_29_58__s1","sample26","hg38",4996,17339,32265,"C2","C5","E10",26,29,58,"SAG_2uM",200,"3","TAC3_NKX2-1"
"26_31_40__s1","sample26","hg38",2023,3283,5891,"C2","C7","D4",26,31,40,"SAG_2uM",201,"18","c18"
"26_31_77__s1","sample26","hg38",4549,14532,26330,"C2","C7","G5",26,31,77,"SAG_2uM",202,"2","c2"
"26_31_92__s1","sample26","hg38",4617,12311,22876,"C2","C7","H8",26,31,92,"SAG_2uM",203,NA,"filtered"
"26_35_11__s1","sample26","hg38",4587,13186,23903,"C2","C11","A11",26,35,11,"SAG_2uM",204,"19","c19"
"26_35_23__s1","sample26","hg38",3395,6676,11996,"C2","C11","B11",26,35,23,"SAG_2uM",205,"19","c19"
"26_35_30__s1","sample26","hg38",4958,15360,28289,"C2","C11","C6",26,35,30,"SAG_2uM",206,"19","c19"
"26_36_06__s1","sample26","hg38",4395,15403,28716,"C2","C12","A6",26,36,6,"SAG_2uM",207,"20","c20"
"26_36_19__s1","sample26","hg38",3122,7548,13687,"C2","C12","B7",26,36,19,"SAG_2uM",208,"17","SST_NKX2-1"
"26_36_38__s1","sample26","hg38",11806,114912,214474,"C2","C12","D2",26,36,38,"SAG_2uM",209,NA,"filtered"
"26_36_40__s1","sample26","hg38",4430,12751,23212,"C2","C12","D4",26,36,40,"SAG_2uM",210,NA,"filtered"
"26_36_54__s1","sample26","hg38",6567,28538,52999,"C2","C12","E6",26,36,54,"SAG_2uM",211,NA,"filtered"
"26_37_88__s1","sample26","hg38",3561,8356,15727,"C2","D1","H4",26,37,88,"SAG_2uM",212,"0","c0"
"26_38_14__s1","sample26","hg38",4093,9811,18410,"C2","D2","B2",26,38,14,"SAG_2uM",213,NA,"filtered"
"26_38_50__s1","sample26","hg38",5278,18833,35676,"C2","D2","E2",26,38,50,"SAG_2uM",214,NA,"filtered"
"26_39_08__s1","sample26","hg38",1637,2669,4625,"C2","D3","A8",26,39,8,"SAG_2uM",215,NA,"filtered"
"26_39_27__s1","sample26","hg38",5336,17334,30418,"C2","D3","C3",26,39,27,"SAG_2uM",216,"5","LHX8_NKX2-1"
