condition,confidence,n_nonzero_morphogens,fidelity
virtual_00702,0.03808337674379925,8,0.0
virtual_00703,0.01,7,0.0
virtual_00704,0.022905679524443737,6,0.0
virtual_00705,0.01,8,0.0
virtual_00706,0.01,7,0.0
virtual_00707,0.01,7,0.0
virtual_00708,0.01,5,0.0
virtual_00709,0.01,8,0.0
virtual_00710,0.01,6,0.0
virtual_00711,0.058030610092589856,9,0.0
virtual_00712,0.01,2,0.0
virtual_00713,0.09555526848345568,5,0.0
virtual_00714,0.32803765160594106,5,0.0
virtual_00715,0.01,8,0.0
virtual_00716,0.16448628141047736,5,0.0
virtual_00717,0.09637838417154795,7,0.0
virtual_00718,0.014076991279745455,5,0.0
virtual_00719,0.018605855690571337,6,0.0
virtual_00720,0.06918251158486156,8,0.0
virtual_00721,0.01,6,0.0
virtual_00722,0.07573229650777534,4,0.0
virtual_00723,0.01934065224222164,5,0.0
virtual_00724,0.05320321911962151,6,0.0
virtual_00725,0.01,6,0.0
virtual_00726,0.01,8,0.0
virtual_00727,0.07242092545989794,6,0.0
virtual_00728,0.06004685098706258,9,0.0
virtual_00729,0.01,9,0.0
virtual_00730,0.011668799643839385,7,0.0
virtual_00731,0.04589611450665188,6,0.0
virtual_00732,0.01120990064023267,7,0.0
virtual_00733,0.01,8,0.0
virtual_00734,0.05117167281019457,7,0.0
virtual_00735,0.014789395007931104,8,0.0
virtual_00736,0.013704325131202844,8,0.0
virtual_00737,0.07974571952439227,6,0.0
virtual_00738,0.09748938317075118,6,0.0
virtual_00739,0.02203145767869091,7,0.0
virtual_00740,0.01,7,0.0
virtual_00741,0.014039003316386398,8,0.0
virtual_00742,0.01,9,0.0
virtual_00743,0.07472129683676465,5,0.0
virtual_00744,0.01,8,0.0
virtual_00745,0.01,8,0.0
virtual_00746,0.01,3,0.0
virtual_00747,0.01,7,0.0
virtual_00748,0.2520597530641379,4,0.0
virtual_00749,0.01,4,0.0
virtual_00750,0.01,8,0.0
virtual_00751,0.010188108796955196,5,0.0
virtual_00752,0.01,7,0.0
virtual_00753,0.01,6,0.0
virtual_00754,0.06066500571006664,7,0.0
virtual_00755,0.016164421474245586,9,0.0
virtual_00756,0.02313757844283901,7,0.0
virtual_00757,0.01787673130449022,8,0.0
virtual_00758,0.01,6,0.0
virtual_00759,0.01,7,0.0
virtual_00760,0.01156368319735613,7,0.0
virtual_00761,0.01,7,0.0
virtual_00762,0.01,8,0.0
virtual_00763,0.01,5,0.0
virtual_00764,0.01,8,0.0
virtual_00765,0.05880412968364139,6,0.0
virtual_00766,0.014520558216428446,7,0.0
virtual_00767,0.06669294073260218,6,0.0
virtual_00768,0.016299362396593922,7,0.0
virtual_00769,0.01,7,0.0
virtual_00770,0.1197162306331424,5,0.0
virtual_00771,0.01,6,0.0
virtual_00772,0.01,6,0.0
virtual_00773,0.015237872240767895,8,0.0
virtual_00774,0.0783899403707867,7,0.0
virtual_00775,0.02268944609039603,8,0.0
virtual_00776,0.1060041359466869,5,0.0
virtual_00777,0.1469878633926904,4,0.0
virtual_00778,0.10083297387611866,5,0.0
virtual_00779,0.05280819549624269,6,0.0
virtual_00780,0.01,6,0.0
virtual_00781,0.017771734251546788,7,0.0
virtual_00782,0.01,9,0.0
virtual_00783,0.08742065729384864,6,0.0
virtual_00784,0.039288158839132066,6,0.0
virtual_00785,0.01,8,0.0
virtual_00786,0.012297003206302596,6,0.0
virtual_00787,0.05057038136384002,8,0.0
virtual_00788,0.01,6,0.0
virtual_00789,0.08652337615795719,6,0.0
virtual_00790,0.01,8,0.0
virtual_00791,0.03259887222380728,8,0.0
virtual_00792,0.21575787703751653,7,0.0
virtual_00793,0.01,9,0.0
virtual_00794,0.01,8,0.0
virtual_00795,0.014842757083675455,4,0.0
virtual_00796,0.01,8,0.0
virtual_00797,0.016487160850997502,7,0.0
virtual_00798,0.1126352554679757,7,0.0
virtual_00799,0.01968362576431536,7,0.0
virtual_00800,0.02856668644376268,8,0.0
virtual_00801,0.01,7,0.0
virtual_00802,0.01,7,0.0
virtual_00803,0.014176923109073194,7,0.0
virtual_00804,0.10640152553873101,8,0.0
virtual_00805,0.01,8,0.0
virtual_00806,0.09697848757367518,8,0.0
virtual_00807,0.09040628700149397,8,0.0
virtual_00808,0.01,7,0.0
virtual_00809,0.10235273003121717,8,0.0
virtual_00810,0.01,8,0.0
virtual_00811,0.016943895919201854,7,0.0
virtual_00812,0.01,9,0.0
virtual_00813,0.01,5,0.0
virtual_00814,0.015279766690261693,8,0.0
virtual_00815,0.11557512953143381,7,0.0
virtual_00816,0.016714155882836267,9,0.0
virtual_00817,0.014629906833156979,4,0.0
virtual_00818,0.042605605231579136,8,0.0
virtual_00819,0.01,6,0.0
virtual_00820,0.018454535575479367,7,0.0
virtual_00821,0.01711181207732836,6,0.0
virtual_00822,0.0644501180631107,7,0.0
virtual_00823,0.038160174637947006,9,0.0
virtual_00824,0.01,6,0.0
virtual_00825,0.01,8,0.0
virtual_00826,0.04640573717719198,7,0.0
virtual_00827,0.06085738893845081,7,0.0
virtual_00828,0.04970751663020909,6,0.0
virtual_00829,0.014759883565527007,6,0.0
virtual_00830,0.012775416374521852,8,0.0
virtual_00831,0.05382251710944226,6,0.0
virtual_00832,0.01,8,0.0
virtual_00833,0.0417363242968387,7,0.0
virtual_00834,0.01,6,0.0
virtual_00835,0.020951131321970556,7,0.0
virtual_00836,0.08021794861978838,6,0.0
virtual_00837,0.01,7,0.0
virtual_00838,0.01,8,0.0
virtual_00839,0.01,7,0.0
virtual_00840,0.01,4,0.0
virtual_00841,0.01,8,0.0
virtual_00842,0.01,5,0.0
virtual_00843,0.01,6,0.0
virtual_00844,0.01,6,0.0
virtual_00845,0.3052464088347692,3,0.0
virtual_00846,0.01,6,0.0
virtual_00847,0.01,5,0.0
virtual_00848,0.10952444812398493,7,0.0
virtual_00849,0.010972616317805597,7,0.0
virtual_00850,0.02759863693813854,5,0.0
virtual_00851,0.01,7,0.0
virtual_00852,0.041110058737258606,7,0.0
virtual_00853,0.05651632670348818,6,0.0
virtual_00854,0.43624599823466637,3,0.0
virtual_00855,0.01,9,0.0
virtual_00856,0.0890485619051165,7,0.0
virtual_00857,0.023151395598556147,6,0.0
virtual_00858,0.04078560072160899,8,0.0
virtual_00859,0.01,7,0.0
virtual_00860,0.01,9,0.0
virtual_00861,0.16008860613801904,7,0.0
virtual_00862,0.012403940024141564,8,0.0
virtual_00863,0.01,9,0.0
virtual_00864,0.038626779313785865,6,0.0
virtual_00865,0.016109374714908826,7,0.0
virtual_00866,0.01,7,0.0
virtual_00867,0.01,7,0.0
virtual_00868,0.11104793571408364,5,0.0
virtual_00869,0.01,9,0.0
virtual_00870,0.034243112778510956,8,0.0
virtual_00871,0.0890756991317054,3,0.0
virtual_00872,0.031037895510971435,8,0.0
virtual_00873,0.012791550757913482,7,0.0
virtual_00874,0.022203743522709114,6,0.0
virtual_00875,0.01,7,0.0
virtual_00876,0.01,6,0.0
virtual_00877,0.01,7,0.0
virtual_00878,0.07040764492056749,8,0.0
virtual_00879,0.01007200345502769,7,0.0
virtual_00880,0.01,8,0.0
virtual_00881,0.01,8,0.0
virtual_00882,0.12537981901352527,6,0.0
virtual_00883,0.01,8,0.0
virtual_00884,0.06151253433327817,7,0.0
virtual_00885,0.01,7,0.0
virtual_00886,0.01,6,0.0
virtual_00887,0.01240960682427874,7,0.0
virtual_00888,0.01,6,0.0
virtual_00889,0.06098450222155813,8,0.0
virtual_00890,0.03558873283545611,8,0.0
virtual_00891,0.1033854832504176,6,0.0
virtual_00892,0.01,9,0.0
virtual_00893,0.014807169631518043,6,0.0
virtual_00894,0.01,8,0.0
virtual_00895,0.14199222567064354,3,0.0
virtual_00896,0.01,9,0.0
virtual_00897,0.14992865250341983,5,0.0
virtual_00898,0.01,7,0.0
virtual_00899,0.09373777615522501,8,0.0
virtual_00900,0.23686691988636174,3,0.0
virtual_00901,0.01,6,0.0
virtual_00902,0.030747885947194558,8,0.0
virtual_00903,0.01,7,0.0
virtual_00904,0.05938203357915702,7,0.0
virtual_00905,0.08580596898582442,7,0.0
virtual_00906,0.010394715793541662,5,0.0
virtual_00907,0.04283112684715724,5,0.0
virtual_00908,0.01,6,0.0
virtual_00909,0.01,7,0.0
virtual_00910,0.16183102819309775,5,0.0
virtual_00911,0.01,8,0.0
virtual_00912,0.01,7,0.0
virtual_00913,0.013626151935183285,7,0.0
virtual_00914,0.02966740592993282,4,0.0
virtual_00915,0.01,6,0.0
virtual_00916,0.07564560402416601,6,0.0
virtual_00917,0.1622285640968731,8,0.0
virtual_00918,0.2139653682772323,6,0.0
virtual_00919,0.01,6,0.0
virtual_00920,0.09221244333939839,6,0.0
virtual_00921,0.11478666782107215,6,0.0
virtual_00922,0.07366466858526906,7,0.0
virtual_00923,0.07657815483746458,6,0.0
virtual_00924,0.012132450976185847,7,0.0
virtual_00925,0.01,8,0.0
virtual_00926,0.029577998777577972,7,0.0
virtual_00927,0.03711732658327231,8,0.0
virtual_00928,0.02465108867477395,8,0.0
virtual_00929,0.01,7,0.0
virtual_00930,0.01,9,0.0
virtual_00931,0.01,5,0.0
virtual_00932,0.01,6,0.0
virtual_00933,0.03073119798404983,7,0.0
virtual_00934,0.01,7,0.0
virtual_00935,0.1074853015995812,7,0.0
virtual_00936,0.09220785374740023,8,0.0
virtual_00937,0.05082542342915407,8,0.0
virtual_00938,0.08296617309742867,6,0.0
virtual_00939,0.05005478953324675,9,0.0
virtual_00940,0.019978377762451607,7,0.0
virtual_00941,0.01,6,0.0
virtual_00942,0.01,6,0.0
virtual_00943,0.01,9,0.0
virtual_00944,0.010733570441938248,8,0.0
virtual_00945,0.01,8,0.0
virtual_00946,0.086604469196582,7,0.0
virtual_00947,0.18724539313050426,5,0.0
virtual_00948,0.01,9,0.0
virtual_00949,0.029690398745551922,5,0.0
virtual_00950,0.01,7,0.0
virtual_00951,0.01,6,0.0
virtual_00952,0.06627215132460731,6,0.0
virtual_00953,0.06275655488661377,3,0.0
virtual_00954,0.010738296621981084,6,0.0
virtual_00955,0.01,5,0.0
virtual_00956,0.011169471344858043,6,0.0
virtual_00957,0.12440019814454939,6,0.0
virtual_00958,0.01,7,0.0
virtual_00959,0.01982792836213747,7,0.0
virtual_00960,0.3391461576953801,3,0.0
virtual_00961,0.01,6,0.0
virtual_00962,0.21193917194211256,5,0.0
virtual_00963,0.01,8,0.0
virtual_00964,0.01,7,0.0
virtual_00965,0.09184821383010608,7,0.0
virtual_00966,0.020469577477259457,6,0.0
virtual_00967,0.09123269340659648,6,0.0
virtual_00968,0.07847649318759936,8,0.0
virtual_00969,0.01,8,0.0
virtual_00970,0.05931534143383765,8,0.0
virtual_00971,0.06610333315596248,8,0.0
virtual_00972,0.01,8,0.0
virtual_00973,0.01,7,0.0
virtual_00974,0.01,9,0.0
virtual_00975,0.06268237029008634,7,0.0
virtual_00976,0.01,8,0.0
virtual_00977,0.05161940926771006,7,0.0
virtual_00978,0.01,7,0.0
virtual_00979,0.01,5,0.0
virtual_00980,0.010953676941078572,7,0.0
virtual_00981,0.01715456167130418,8,0.0
virtual_00982,0.013291770895982076,7,0.0
virtual_00983,0.01,7,0.0
virtual_00984,0.07689197203698392,8,0.0
virtual_00985,0.01,6,0.0
virtual_00986,0.0873286848539363,7,0.0
virtual_00987,0.01,9,0.0
virtual_00988,0.01,9,0.0
virtual_00989,0.01,9,0.0
virtual_00990,0.39500338043225874,5,0.0
virtual_00991,0.055931922171287694,8,0.0
virtual_00992,0.0531477600679687,8,0.0
virtual_00993,0.044782958310455305,8,0.0
virtual_00994,0.1905542765749334,6,0.0
virtual_00995,0.013419096804755134,7,0.0
virtual_00996,0.01,5,0.0
virtual_00997,0.01,7,0.0
virtual_00998,0.03791844583676125,7,0.0
virtual_00999,0.01,8,0.0
virtual_01000,0.016523741150865832,4,0.0
virtual_01001,0.03873223908352927,4,0.0
virtual_01002,0.01,6,0.0
virtual_01003,0.10773954119681577,4,0.0
virtual_01004,0.01969499230460409,6,0.0
virtual_01005,0.01158962029785956,8,0.0
virtual_01006,0.029732441220107424,8,0.0
virtual_01007,0.01,5,0.0
virtual_01008,0.1263265751145956,5,0.0
virtual_01009,0.01,6,0.0
virtual_01010,0.01,6,0.0
virtual_01011,0.04546050598081017,7,0.0
virtual_01012,0.01,9,0.0
virtual_01013,0.02101947684704599,7,0.0
virtual_01014,0.031327994273161484,6,0.0
virtual_01015,0.01,8,0.0
virtual_01016,0.032776023652713884,6,0.0
virtual_01017,0.01294129732941238,8,0.0
virtual_01018,0.060494828646380054,8,0.0
virtual_01019,0.0898246778508916,6,0.0
virtual_01020,0.01,8,0.0
virtual_01021,0.06425657631383304,8,0.0
virtual_01022,0.01,7,0.0
virtual_01023,0.01,7,0.0
virtual_01024,0.01,8,0.0
virtual_01025,0.02622541924700637,8,0.0
virtual_01026,0.01,7,0.0
virtual_01027,0.03590219740853524,7,0.0
virtual_01028,0.13495664579721287,4,0.0
virtual_01029,0.01,6,0.0
virtual_01030,0.01,7,0.0
virtual_01031,0.01,8,0.0
virtual_01032,0.01092992855324431,7,0.0
virtual_01033,0.01,6,0.0
virtual_01034,0.10560089824302195,6,0.0
virtual_01035,0.01,9,0.0
virtual_01036,0.01,5,0.0
virtual_01037,0.014027628403499193,5,0.0
virtual_01038,0.1010964194227115,7,0.0
virtual_01039,0.01,6,0.0
virtual_01040,0.057402700289189014,6,0.0
virtual_01041,0.016585067506822617,5,0.0
virtual_01042,0.13345429308475568,6,0.0
virtual_01043,0.17541218655041227,5,0.0
virtual_01044,0.10537879912516612,7,0.0
virtual_01045,0.01,6,0.0
virtual_01046,0.01,7,0.0
virtual_01047,0.044832954188509494,9,0.0
virtual_01048,0.2917039968987977,4,0.0
virtual_01049,0.01,8,0.0
virtual_01050,0.052669219677045784,9,0.0
virtual_01051,0.15800092115814568,4,0.0
virtual_01052,0.01,9,0.0
virtual_01053,0.04221740235939699,7,0.0
virtual_01054,0.09444476192735686,8,0.0
virtual_01055,0.01,8,0.0
virtual_01056,0.01,7,0.0
virtual_01057,0.03436646695365978,6,0.0
virtual_01058,0.014807166730929936,7,0.0
virtual_01059,0.01,8,0.0
virtual_01060,0.06529305047775032,8,0.0
virtual_01061,0.13143389366428623,7,0.0
virtual_01062,0.142311865568168,7,0.0
virtual_01063,0.02496069430656279,4,0.0
virtual_01064,0.01,8,0.0
virtual_01065,0.01,7,0.0
virtual_01066,0.01,7,0.0
virtual_01067,0.01,5,0.0
virtual_01068,0.011147969409167673,6,0.0
virtual_01069,0.01,7,0.0
virtual_01070,0.06511996001819577,5,0.0
virtual_01071,0.01,6,0.0
virtual_01072,0.01,7,0.0
virtual_01073,0.01,8,0.0
virtual_01074,0.2062234797656289,6,0.0
virtual_01075,0.060392251004789246,6,0.0
virtual_01076,0.1274379759225966,7,0.0
virtual_01077,0.03062653793155587,5,0.0
virtual_01078,0.04441729876392077,6,0.0
virtual_01079,0.01,5,0.0
virtual_01080,0.028225861959890193,5,0.0
virtual_01081,0.06384241409278005,7,0.0
virtual_01082,0.015461304983939191,7,0.0
virtual_01083,0.05890266571348329,7,0.0
virtual_01084,0.029950790840494457,7,0.0
virtual_01085,0.021138690068100614,8,0.0
virtual_01086,0.041771819632575084,8,0.0
virtual_01087,0.02068642082788941,7,0.0
virtual_01088,0.011452937691008398,7,0.0
virtual_01089,0.015287488420219294,4,0.0
virtual_01090,0.01,7,0.0
virtual_01091,0.01,5,0.0
virtual_01092,0.02567725814595147,7,0.0
virtual_01093,0.07671275957993849,7,0.0
virtual_01094,0.010615447374211471,8,0.0
virtual_01095,0.01,8,0.0
virtual_01096,0.012792725573079406,6,0.0
virtual_01097,0.01,9,0.0
virtual_01098,0.01,6,0.0
virtual_01099,0.01,8,0.0
virtual_01100,0.1050082571214706,5,0.0
virtual_01101,0.01,5,0.0
virtual_01102,0.04066528039960918,6,0.0
virtual_01103,0.14504406176278914,5,0.0
virtual_01104,0.05386442053433315,7,0.0
virtual_01105,0.0496010725317331,7,0.0
virtual_01106,0.029131079203012306,7,0.0
virtual_01107,0.01,5,0.0
virtual_01108,0.01,7,0.0
virtual_01109,0.011274724315147774,6,0.0
virtual_01110,0.01,6,0.0
virtual_01111,0.01,7,0.0
virtual_01112,0.024972292194173486,5,0.0
virtual_01113,0.01,7,0.0
virtual_01114,0.01,8,0.0
virtual_01115,0.01,8,0.0
virtual_01116,0.01,6,0.0
virtual_01117,0.028225861959890155,5,0.0
virtual_01118,0.01,6,0.0
virtual_01119,0.051263030365679016,7,0.0
virtual_01120,0.01,7,0.0
virtual_01121,0.01,8,0.0
virtual_01122,0.020574205684895416,7,0.0
virtual_01123,0.01,6,0.0
virtual_01124,0.16668310165608596,5,0.0
virtual_01125,0.01,9,0.0
virtual_01126,0.01,9,0.0
virtual_01127,0.01,7,0.0
virtual_01128,0.01636639515020231,7,0.0
virtual_01129,0.02126961941014081,6,0.0
virtual_01130,0.12276040682098197,6,0.0
virtual_01131,0.01119306183168432,6,0.0
virtual_01132,0.02897819814222313,5,0.0
virtual_01133,0.01,6,0.0
virtual_01134,0.018640150592313987,9,0.0
virtual_01135,0.01,7,0.0
virtual_01136,0.01,7,0.0
virtual_01137,0.0369751890661614,7,0.0
virtual_01138,0.011101445860174112,5,0.0
virtual_01139,0.16890767721374525,5,0.0
virtual_01140,0.01,7,0.0
virtual_01141,0.041496896969372594,9,0.0
virtual_01142,0.01,7,0.0
virtual_01143,0.12867468002136748,7,0.0
virtual_01144,0.025548018879827335,7,0.0
virtual_01145,0.01,7,0.0
virtual_01146,0.10247702668142185,5,0.0
virtual_01147,0.028728109740614096,7,0.0
virtual_01148,0.08413438487945345,7,0.0
virtual_01149,0.12878919931309868,5,0.0
virtual_01150,0.03567395241271688,8,0.0
virtual_01151,0.16434195156644288,6,0.0
virtual_01152,0.04696744230548261,7,0.0
virtual_01153,0.017134170021891642,7,0.0
virtual_01154,0.034185238583532424,4,0.0
virtual_01155,0.01693522635715567,4,0.0
virtual_01156,0.047290834995962275,4,0.0
virtual_01157,0.028335720822446668,6,0.0
virtual_01158,0.053053914109385904,6,0.0
virtual_01159,0.04962593248025559,7,0.0
virtual_01160,0.01488059328405295,6,0.0
virtual_01161,0.14696524360634441,7,0.0
virtual_01162,0.014626164114464163,5,0.0
virtual_01163,0.046423062455192295,8,0.0
virtual_01164,0.01,7,0.0
virtual_01165,0.043859810944926976,6,0.0
virtual_01166,0.2549482732556442,6,0.0
virtual_01167,0.09120048169287112,6,0.0
virtual_01168,0.06821127285934035,6,0.0
virtual_01169,0.01,6,0.0
virtual_01170,0.01,7,0.0
virtual_01171,0.13348161450154064,7,0.0
virtual_01172,0.01,7,0.0
virtual_01173,0.0219668108430845,6,0.0
virtual_01174,0.03073684218587625,7,0.0
virtual_01175,0.01,6,0.0
virtual_01176,0.01,7,0.0
virtual_01177,0.01,7,0.0
virtual_01178,0.01,7,0.0
virtual_01179,0.01,5,0.0
virtual_01180,0.0829979469849989,7,0.0
virtual_01181,0.03769519659594618,5,0.0
virtual_01182,0.09365110420074235,6,0.0
virtual_01183,0.017028531808442732,4,0.0
virtual_01184,0.01,7,0.0
virtual_01185,0.01,6,0.0
virtual_01186,0.1398553372817429,5,0.0
virtual_01187,0.01,7,0.0
virtual_01188,0.04742807136461426,6,0.0
virtual_01189,0.08138420061486136,6,0.0
virtual_01190,0.10606123742197499,5,0.0
virtual_01191,0.03848094366302831,7,0.0
virtual_01192,0.01,8,0.0
virtual_01193,0.11563348795374526,6,0.0
virtual_01194,0.2757469397824943,5,0.0
virtual_01195,0.01,8,0.0
virtual_01196,0.15444752982269594,5,0.0
virtual_01197,0.13598134447074323,7,0.0
virtual_01198,0.03396243411077168,8,0.0
virtual_01199,0.01,5,0.0
virtual_01200,0.08392480390070843,7,0.0
virtual_01201,0.01,8,0.0
virtual_01202,0.017531232733199738,7,0.0
virtual_01203,0.03277731755513662,4,0.0
virtual_01204,0.01,7,0.0
virtual_01205,0.10036092145579512,5,0.0
virtual_01206,0.01,7,0.0
virtual_01207,0.030105297650754433,5,0.0
virtual_01208,0.01,7,0.0
virtual_01209,0.24321725769822414,4,0.0
virtual_01210,0.0387723377271032,6,0.0
virtual_01211,0.09897799806788002,6,0.0
virtual_01212,0.01,8,0.0
virtual_01213,0.1678937163796164,4,0.0
virtual_01214,0.010555028335579157,6,0.0
virtual_01215,0.22850077325633167,4,0.0
virtual_01216,0.01,6,0.0
virtual_01217,0.016479282485860634,5,0.0
virtual_01218,0.0114401205328176,8,0.0
virtual_01219,0.015083259145781855,7,0.0
virtual_01220,0.023073274206390274,8,0.0
virtual_01221,0.042736576791625895,7,0.0
virtual_01222,0.11112877792983783,4,0.0
virtual_01223,0.01,9,0.0
virtual_01224,0.01,7,0.0
virtual_01225,0.04019205607066841,8,0.0
virtual_01226,0.08263860372854841,7,0.0
virtual_01227,0.01,7,0.0
virtual_01228,0.01,8,0.0
virtual_01229,0.025654476556390665,7,0.0
virtual_01230,0.02699544641051042,5,0.0
virtual_01231,0.01,6,0.0
virtual_01232,0.01,7,0.0
virtual_01233,0.01,6,0.0
virtual_01234,0.05264224971737584,8,0.0
virtual_01235,0.041792857357776325,8,0.0
virtual_01236,0.01,6,0.0
virtual_01237,0.06529305047774835,8,0.0
virtual_01238,0.01,5,0.0
virtual_01239,0.040401485447879595,8,0.0
virtual_01240,0.06868333851493427,5,0.0
virtual_01241,0.06762382909480995,6,0.0
virtual_01242,0.01,8,0.0
virtual_01243,0.12318030397054204,7,0.0
virtual_01244,0.01345310650638752,6,0.0
virtual_01245,0.11496611991798407,7,0.0
virtual_01246,0.01,6,0.0
virtual_01247,0.01,7,0.0
virtual_01248,0.01,8,0.0
virtual_01249,0.06005689439522896,6,0.0
virtual_01250,0.01,7,0.0
virtual_01251,0.07315259662825316,7,0.0
virtual_01252,0.038049146581202245,7,0.0
virtual_01253,0.01722849036659326,7,0.0
virtual_01254,0.01,7,0.0
virtual_01255,0.01,8,0.0
virtual_01256,0.01,5,0.0
virtual_01257,0.07967928495368912,6,0.0
virtual_01258,0.042035540203362316,6,0.0
virtual_01259,0.01,6,0.0
virtual_01260,0.24234398711264526,3,0.0
virtual_01261,0.021654573986399712,9,0.0
virtual_01262,0.013547973779080532,9,0.0
virtual_01263,0.01,5,0.0
virtual_01264,0.03324488862990967,7,0.0
virtual_01265,0.029623646058031798,6,0.0
virtual_01266,0.01,7,0.0
virtual_01267,0.01,6,0.0
virtual_01268,0.06473467163822456,7,0.0
virtual_01269,0.016341658743927883,7,0.0
virtual_01270,0.04376435904938506,6,0.0
virtual_01271,0.01,7,0.0
virtual_01272,0.016690584893391543,8,0.0
virtual_01273,0.05919664814114401,6,0.0
virtual_01274,0.01,8,0.0
virtual_01275,0.05016467514902787,7,0.0
virtual_01276,0.025328296080681705,7,0.0
virtual_01277,0.034733363666946605,6,0.0
virtual_01278,0.01,7,0.0
virtual_01279,0.04491129234610669,7,0.0
virtual_01280,0.08219770672175138,6,0.0
virtual_01281,0.021631718659974937,7,0.0
virtual_01282,0.01,7,0.0
virtual_01283,0.01,7,0.0
virtual_01284,0.053858434697182454,8,0.0
virtual_01285,0.01,8,0.0
virtual_01286,0.0715388946826771,7,0.0
virtual_01287,0.06342107878508789,9,0.0
virtual_01288,0.020739943141767702,7,0.0
virtual_01289,0.01,6,0.0
virtual_01290,0.01,7,0.0
virtual_01291,0.01,6,0.0
virtual_01292,0.10677905748800291,6,0.0
virtual_01293,0.01,8,0.0
virtual_01294,0.01,7,0.0
virtual_01295,0.011699671340519108,9,0.0
virtual_01296,0.08204403424855469,5,0.0
virtual_01297,0.01,7,0.0
virtual_01298,0.01202215076200838,6,0.0
virtual_01299,0.01,5,0.0
virtual_01300,0.010952922870223245,6,0.0
virtual_01301,0.03230450495970054,6,0.0
virtual_01302,0.05145251200828189,5,0.0
virtual_01303,0.012365513984199612,6,0.0
virtual_01304,0.06330423771261413,7,0.0
virtual_01305,0.04872509082511813,7,0.0
virtual_01306,0.03229901226919447,8,0.0
virtual_01307,0.017075746449462647,6,0.0
virtual_01308,0.106911661651495,7,0.0
virtual_01309,0.06804367531233323,6,0.0
virtual_01310,0.01,9,0.0
virtual_01311,0.010358731525998498,6,0.0
virtual_01312,0.01,9,0.0
virtual_01313,0.08697956197768485,6,0.0
virtual_01314,0.018281477644081136,5,0.0
virtual_01315,0.01411382029544438,7,0.0
virtual_01316,0.01,6,0.0
virtual_01317,0.01,8,0.0
virtual_01318,0.01,7,0.0
virtual_01319,0.01,8,0.0
virtual_01320,0.07125634047713751,8,0.0
virtual_01321,0.01,5,0.0
virtual_01322,0.01,7,0.0
virtual_01323,0.016064161569304077,6,0.0
virtual_01324,0.01,7,0.0
virtual_01325,0.01,6,0.0
virtual_01326,0.01,6,0.0
virtual_01327,0.01,8,0.0
virtual_01328,0.033829417882814225,6,0.0
virtual_01329,0.030826874862408524,9,0.0
virtual_01330,0.019425962207185066,6,0.0
virtual_01331,0.01,7,0.0
virtual_01332,0.06293544961699807,7,0.0
virtual_01333,0.01,7,0.0
virtual_01334,0.01,9,0.0
virtual_01335,0.013864530017841289,9,0.0
virtual_01336,0.01,8,0.0
virtual_01337,0.01,6,0.0
virtual_01338,0.021649040205164012,6,0.0
virtual_01339,0.01,6,0.0
virtual_01340,0.060337958374994324,6,0.0
virtual_01341,0.01023913864533079,4,0.0
virtual_01342,0.01,7,0.0
virtual_01343,0.01,6,0.0
virtual_01344,0.01,7,0.0
virtual_01345,0.01,7,0.0
virtual_01346,0.11405463821619115,4,0.0
virtual_01347,0.0929968407833247,5,0.0
virtual_01348,0.01,8,0.0
virtual_01349,0.01,7,0.0
virtual_01350,0.01,6,0.0
virtual_01351,0.01,7,0.0
virtual_01352,0.01,6,0.0
virtual_01353,0.049080188346869724,5,0.0
virtual_01354,0.020615700949610044,7,0.0
virtual_01355,0.01,6,0.0
virtual_01356,0.01,7,0.0
virtual_01357,0.01,4,0.0
virtual_01358,0.03767223316800252,6,0.0
virtual_01359,0.011743607027855438,7,0.0
virtual_01360,0.01,7,0.0
virtual_01361,0.01,6,0.0
virtual_01362,0.07999134888076785,6,0.0
virtual_01363,0.09077331906940886,5,0.0
virtual_01364,0.01,7,0.0
virtual_01365,0.01,5,0.0
virtual_01366,0.03299762866034441,8,0.0
virtual_01367,0.04118399868078302,7,0.0
virtual_01368,0.08082486567664059,8,0.0
virtual_01369,0.03027247788660132,8,0.0
virtual_01370,0.012537131796299967,5,0.0
virtual_01371,0.0199530255709604,6,0.0
virtual_01372,0.013772881243459503,7,0.0
virtual_01373,0.019083193503541065,8,0.0
virtual_01374,0.04500238928735368,9,0.0
virtual_01375,0.06895101280544252,7,0.0
virtual_01376,0.12321218413149877,6,0.0
virtual_01377,0.022944716110642423,7,0.0
virtual_01378,0.01,7,0.0
virtual_01379,0.13290704849626028,5,0.0
virtual_01380,0.030106432137216928,8,0.0
virtual_01381,0.01,5,0.0
virtual_01382,0.09632471651633635,6,0.0
virtual_01383,0.018744144610063174,7,0.0
virtual_01384,0.01,8,0.0
virtual_01385,0.01,6,0.0
virtual_01386,0.01,8,0.0
virtual_01387,0.027472355934736865,8,0.0
virtual_01388,0.01,7,0.0
virtual_01389,0.08370873447037758,4,0.0
virtual_01390,0.011252454097826535,7,0.0
virtual_01391,0.07159189424311377,6,0.0
virtual_01392,0.01,8,0.0
virtual_01393,0.01,7,0.0
virtual_01394,0.04658639787733519,8,0.0
virtual_01395,0.01580092123964607,6,0.0
virtual_01396,0.01,6,0.0
virtual_01397,0.01,6,0.0
virtual_01398,0.01,9,0.0
virtual_01399,0.01,6,0.0
virtual_01400,0.01,7,0.0
virtual_01401,0.17457630498946797,5,0.0
virtual_01402,0.01,6,0.0
