condition,confidence,n_nonzero_morphogens,fidelity
virtual_01403,0.01,8,0.0
virtual_01404,0.01,7,0.0
virtual_01405,0.056055911126783826,8,0.0
virtual_01406,0.011211276629071346,5,0.0
virtual_01407,0.025844420031132066,8,0.0
virtual_01408,0.011000575326068886,7,0.0
virtual_01409,0.07257008741445016,5,0.0
virtual_01410,0.01,8,0.0
virtual_01411,0.01,4,0.0
virtual_01412,0.01,6,0.0
virtual_01413,0.03540594029870953,7,0.0
virtual_01414,0.01,7,0.0
virtual_01415,0.01,7,0.0
virtual_01416,0.01,7,0.0
virtual_01417,0.01,7,0.0
virtual_01418,0.08674719394500145,7,0.0
virtual_01419,0.05223378942475956,5,0.0
virtual_01420,0.01,3,0.0
virtual_01421,0.02529730009722791,6,0.0
virtual_01422,0.01,6,0.0
virtual_01423,0.010543838788835023,5,0.0
virtual_01424,0.09782755711664577,6,0.0
virtual_01425,0.11244718317893394,4,0.0
virtual_01426,0.01,4,0.0
virtual_01427,0.06097985803478009,8,0.0
virtual_01428,0.06195373707906617,8,0.0
virtual_01429,0.018660181394135406,9,0.0
virtual_01430,0.01090145263977859,7,0.0
virtual_01431,0.01,7,0.0
virtual_01432,0.060046641991912314,9,0.0
virtual_01433,0.01,8,0.0
virtual_01434,0.01,9,0.0
virtual_01435,0.14164928097107451,5,0.0
virtual_01436,0.010864476862976247,8,0.0
virtual_01437,0.03329431924229291,8,0.0
virtual_01438,0.0431557170333211,5,0.0
virtual_01439,0.01,7,0.0
virtual_01440,0.01,9,0.0
virtual_01441,0.10273194741554297,5,0.0
virtual_01442,0.01,8,0.0
virtual_01443,0.04914620574462483,6,0.0
virtual_01444,0.031140116129953214,7,0.0
virtual_01445,0.07583460984864501,8,0.0
virtual_01446,0.015918077969002277,7,0.0
virtual_01447,0.2587495734879656,5,0.0
virtual_01448,0.15118008164370106,5,0.0
virtual_01449,0.010500110142323079,4,0.0
virtual_01450,0.018193087969741492,6,0.0
virtual_01451,0.01,7,0.0
virtual_01452,0.07289616568581654,6,0.0
virtual_01453,0.2947239589036274,4,0.0
virtual_01454,0.014894611685882743,5,0.0
virtual_01455,0.07903381070901795,7,0.0
virtual_01456,0.010498408335959069,7,0.0
virtual_01457,0.033634644083801846,7,0.0
virtual_01458,0.01,9,0.0
virtual_01459,0.010248064220185751,7,0.0
virtual_01460,0.011158741241322954,7,0.0
virtual_01461,0.01,9,0.0
virtual_01462,0.01,9,0.0
virtual_01463,0.01,7,0.0
virtual_01464,0.01,8,0.0
virtual_01465,0.08052502828538043,7,0.0
virtual_01466,0.027901685458027264,6,0.0
virtual_01467,0.01,7,0.0
virtual_01468,0.01050382347922422,6,0.0
virtual_01469,0.01,8,0.0
virtual_01470,0.01,8,0.0
virtual_01471,0.01896841855349448,7,0.0
virtual_01472,0.013037742095192845,6,0.0
virtual_01473,0.01,7,0.0
virtual_01474,0.01,9,0.0
virtual_01475,0.01,7,0.0
virtual_01476,0.01,7,0.0
virtual_01477,0.01,6,0.0
virtual_01478,0.01,6,0.0
virtual_01479,0.01,6,0.0
virtual_01480,0.062440088040200424,8,0.0
virtual_01481,0.01992615254180435,8,0.0
virtual_01482,0.01,8,0.0
virtual_01483,0.01,8,0.0
virtual_01484,0.01,7,0.0
virtual_01485,0.01,5,0.0
virtual_01486,0.04626853973945338,8,0.0
virtual_01487,0.10345843682035934,4,0.0
virtual_01488,0.012482705928801702,5,0.0
virtual_01489,0.01,9,0.0
virtual_01490,0.010544140490466038,7,0.0
virtual_01491,0.12048516505918966,6,0.0
virtual_01492,0.03445815607136484,8,0.0
virtual_01493,0.01,6,0.0
virtual_01494,0.01,7,0.0
virtual_01495,0.042295777310340524,5,0.0
virtual_01496,0.01,4,0.0
virtual_01497,0.01,7,0.0
virtual_01498,0.01,7,0.0
virtual_01499,0.030229499952987706,5,0.0
virtual_01500,0.01,8,0.0
virtual_01501,0.01,8,0.0
virtual_01502,0.03078042100847322,5,0.0
virtual_01503,0.03556002311445761,5,0.0
virtual_01504,0.01,7,0.0
virtual_01505,0.01,5,0.0
virtual_01506,0.01,8,0.0
virtual_01507,0.03867601764737176,6,0.0
virtual_01508,0.01,8,0.0
virtual_01509,0.01,7,0.0
virtual_01510,0.018106520933131365,7,0.0
virtual_01511,0.013047331183790693,8,0.0
virtual_01512,0.04563974196245806,7,0.0
virtual_01513,0.03809893141590312,7,0.0
virtual_01514,0.01,8,0.0
virtual_01515,0.01,8,0.0
virtual_01516,0.01,8,0.0
virtual_01517,0.05793559187235369,6,0.0
virtual_01518,0.01237931806026238,7,0.0
virtual_01519,0.14215736253386663,6,0.0
virtual_01520,0.01,8,0.0
virtual_01521,0.08961985749233968,7,0.0
virtual_01522,0.010500025259078729,7,0.0
virtual_01523,0.01,9,0.0
virtual_01524,0.01,7,0.0
virtual_01525,0.05537991720893966,5,0.0
virtual_01526,0.010841155938872176,7,0.0
virtual_01527,0.015097963219265997,7,0.0
virtual_01528,0.01,7,0.0
virtual_01529,0.016130158323609273,9,0.0
virtual_01530,0.08501277196535889,6,0.0
virtual_01531,0.10112000180919288,7,0.0
virtual_01532,0.01728838763655276,9,0.0
virtual_01533,0.01,7,0.0
virtual_01534,0.01,7,0.0
virtual_01535,0.01,7,0.0
virtual_01536,0.11521048038815754,6,0.0
virtual_01537,0.01,8,0.0
virtual_01538,0.03371502824478158,8,0.0
virtual_01539,0.01,7,0.0
virtual_01540,0.01,7,0.0
virtual_01541,0.05764850085855919,9,0.0
virtual_01542,0.01,4,0.0
virtual_01543,0.016253999916498903,7,0.0
virtual_01544,0.011882304413372903,6,0.0
virtual_01545,0.01,7,0.0
virtual_01546,0.01,5,0.0
virtual_01547,0.01,4,0.0
virtual_01548,0.01,6,0.0
virtual_01549,0.01,7,0.0
virtual_01550,0.034555941026121584,7,0.0
virtual_01551,0.029192886283657928,7,0.0
virtual_01552,0.01,8,0.0
virtual_01553,0.016355308874892463,5,0.0
virtual_01554,0.024036836979376013,7,0.0
virtual_01555,0.021590325567747704,5,0.0
virtual_01556,0.034766917736817095,6,0.0
virtual_01557,0.017143331964362213,8,0.0
virtual_01558,0.05537991720893966,5,0.0
virtual_01559,0.01,7,0.0
virtual_01560,0.01,7,0.0
virtual_01561,0.12116697756022529,7,0.0
virtual_01562,0.01,8,0.0
virtual_01563,0.1475857674054396,7,0.0
virtual_01564,0.01,7,0.0
virtual_01565,0.03891774308852462,7,0.0
virtual_01566,0.013885564095087777,7,0.0
virtual_01567,0.01,5,0.0
virtual_01568,0.01868116185849806,7,0.0
virtual_01569,0.01,7,0.0
virtual_01570,0.010838600498533763,4,0.0
virtual_01571,0.09031532868553496,8,0.0
virtual_01572,0.07807976828767849,8,0.0
virtual_01573,0.01,7,0.0
virtual_01574,0.01,7,0.0
virtual_01575,0.05110216909191913,8,0.0
virtual_01576,0.011811950821241311,6,0.0
virtual_01577,0.01,8,0.0
virtual_01578,0.01,7,0.0
virtual_01579,0.01,3,0.0
virtual_01580,0.01,9,0.0
virtual_01581,0.011216120940585217,6,0.0
virtual_01582,0.037914714478334416,7,0.0
virtual_01583,0.014834448715554666,9,0.0
virtual_01584,0.0194800783043778,6,0.0
virtual_01585,0.01,6,0.0
virtual_01586,0.01,7,0.0
virtual_01587,0.01,8,0.0
virtual_01588,0.03615728629866299,7,0.0
virtual_01589,0.050254022775436266,6,0.0
virtual_01590,0.01,7,0.0
virtual_01591,0.04178503876500063,8,0.0
virtual_01592,0.045008384623853724,7,0.0
virtual_01593,0.011235512613885501,7,0.0
virtual_01594,0.01,7,0.0
virtual_01595,0.01,5,0.0
virtual_01596,0.01,7,0.0
virtual_01597,0.030272588408923645,7,0.0
virtual_01598,0.011088194125970133,7,0.0
virtual_01599,0.01,8,0.0
virtual_01600,0.013164708292038441,5,0.0
virtual_01601,0.01,8,0.0
virtual_01602,0.01,7,0.0
virtual_01603,0.01,6,0.0
virtual_01604,0.01018578191120642,8,0.0
virtual_01605,0.01,6,0.0
virtual_01606,0.01,6,0.0
virtual_01607,0.01,8,0.0
virtual_01608,0.17518214670829566,5,0.0
virtual_01609,0.01,6,0.0
virtual_01610,0.036246438770195094,9,0.0
virtual_01611,0.01,6,0.0
virtual_01612,0.01,7,0.0
virtual_01613,0.028646993340655333,6,0.0
virtual_01614,0.13945857537330555,4,0.0
virtual_01615,0.010483228114613132,7,0.0
virtual_01616,0.02263972387940837,6,0.0
virtual_01617,0.028554736888311772,5,0.0
virtual_01618,0.01,6,0.0
virtual_01619,0.011653400320338961,7,0.0
virtual_01620,0.0912100991743855,6,0.0
virtual_01621,0.08566495380332069,8,0.0
virtual_01622,0.17235318732792906,5,0.0
virtual_01623,0.01870497627981484,5,0.0
virtual_01624,0.05152956310000608,8,0.0
virtual_01625,0.06058925682083904,8,0.0
virtual_01626,0.01,7,0.0
virtual_01627,0.01346286272102052,6,0.0
virtual_01628,0.01,7,0.0
virtual_01629,0.044651614446154085,5,0.0
virtual_01630,0.01,7,0.0
virtual_01631,0.01,8,0.0
virtual_01632,0.01536830487329257,6,0.0
virtual_01633,0.01,8,0.0
virtual_01634,0.08124645645726447,8,0.0
virtual_01635,0.14896206593298553,6,0.0
virtual_01636,0.01,7,0.0
virtual_01637,0.01,8,0.0
virtual_01638,0.010956524853195392,7,0.0
virtual_01639,0.01,7,0.0
virtual_01640,0.04308155042513846,7,0.0
virtual_01641,0.0831283527331291,6,0.0
virtual_01642,0.04639222362808078,8,0.0
virtual_01643,0.049373676447141315,7,0.0
virtual_01644,0.1218783323439342,7,0.0
virtual_01645,0.011077115670947865,7,0.0
virtual_01646,0.01,8,0.0
virtual_01647,0.01,9,0.0
virtual_01648,0.012019854167115946,7,0.0
virtual_01649,0.01,8,0.0
virtual_01650,0.10830271102737689,4,0.0
virtual_01651,0.03209460118862048,6,0.0
virtual_01652,0.017729835741426246,8,0.0
virtual_01653,0.0853383085990182,6,0.0
virtual_01654,0.010900326279839053,8,0.0
virtual_01655,0.08613983221691891,7,0.0
virtual_01656,0.01,9,0.0
virtual_01657,0.014831256668913112,6,0.0
virtual_01658,0.08207548497323533,5,0.0
virtual_01659,0.01,5,0.0
virtual_01660,0.023851903478188826,8,0.0
virtual_01661,0.01,8,0.0
virtual_01662,0.01,6,0.0
virtual_01663,0.016582634452719867,5,0.0
virtual_01664,0.01,6,0.0
virtual_01665,0.012209934006165714,9,0.0
virtual_01666,0.021473403712057037,9,0.0
virtual_01667,0.02212822446330936,4,0.0
virtual_01668,0.027065838915209004,8,0.0
virtual_01669,0.012268571086410546,6,0.0
virtual_01670,0.01,8,0.0
virtual_01671,0.01,7,0.0
virtual_01672,0.06523210451009351,8,0.0
virtual_01673,0.05037188331927945,6,0.0
virtual_01674,0.03358306773790749,6,0.0
virtual_01675,0.01,7,0.0
virtual_01676,0.01403900331638611,8,0.0
virtual_01677,0.01,7,0.0
virtual_01678,0.01,5,0.0
virtual_01679,0.01,7,0.0
virtual_01680,0.02619888987584356,8,0.0
virtual_01681,0.01,8,0.0
virtual_01682,0.05755823774939578,6,0.0
virtual_01683,0.0344313636722858,5,0.0
virtual_01684,0.027960007023081525,8,0.0
virtual_01685,0.040051747514782,6,0.0
virtual_01686,0.039690146827007625,9,0.0
virtual_01687,0.01,6,0.0
virtual_01688,0.11893991486684526,6,0.0
virtual_01689,0.01,8,0.0
virtual_01690,0.05465410683827711,7,0.0
virtual_01691,0.01,7,0.0
virtual_01692,0.1168846964029666,5,0.0
virtual_01693,0.015234815091904242,6,0.0
virtual_01694,0.01,7,0.0
virtual_01695,0.16093093810078696,6,0.0
virtual_01696,0.017857587725991872,4,0.0
virtual_01697,0.01,2,0.0
virtual_01698,0.01,6,0.0
virtual_01699,0.01,8,0.0
virtual_01700,0.01,8,0.0
virtual_01701,0.16404182094100417,7,0.0
virtual_01702,0.01,6,0.0
virtual_01703,0.14874203362006908,6,0.0
virtual_01704,0.01,8,0.0
virtual_01705,0.01,9,0.0
virtual_01706,0.09825595775222382,7,0.0
virtual_01707,0.02260532740373158,8,0.0
virtual_01708,0.010563381582034383,4,0.0
virtual_01709,0.06151987560894661,7,0.0
virtual_01710,0.04410486025902614,6,0.0
virtual_01711,0.0742833069599402,9,0.0
virtual_01712,0.10827387910667996,4,0.0
virtual_01713,0.01,6,0.0
virtual_01714,0.01,8,0.0
virtual_01715,0.07237689624434018,6,0.0
virtual_01716,0.01,8,0.0
virtual_01717,0.010935364847877944,7,0.0
virtual_01718,0.2466858354023256,4,0.0
virtual_01719,0.050527934859915226,7,0.0
virtual_01720,0.01,5,0.0
virtual_01721,0.07112962408001242,8,0.0
virtual_01722,0.13083878206423394,7,0.0
virtual_01723,0.01,7,0.0
virtual_01724,0.03740010980827195,7,0.0
virtual_01725,0.05350707223581443,7,0.0
virtual_01726,0.016633115094644407,8,0.0
virtual_01727,0.11538827563491004,7,0.0
virtual_01728,0.045025901937788215,8,0.0
virtual_01729,0.01,9,0.0
virtual_01730,0.03446112281390752,7,0.0
virtual_01731,0.011274555360022554,7,0.0
virtual_01732,0.14698398706006077,6,0.0
virtual_01733,0.012294173750057629,6,0.0
virtual_01734,0.07937483623262963,6,0.0
virtual_01735,0.01,9,0.0
virtual_01736,0.2569362981139628,6,0.0
virtual_01737,0.01,7,0.0
virtual_01738,0.01,6,0.0
virtual_01739,0.01,6,0.0
virtual_01740,0.01,9,0.0
virtual_01741,0.01,7,0.0
virtual_01742,0.6872310882201752,2,0.0
virtual_01743,0.01,7,0.0
virtual_01744,0.01,7,0.0
virtual_01745,0.021384127350618225,5,0.0
virtual_01746,0.08013203606087477,8,0.0
virtual_01747,0.01,7,0.0
virtual_01748,0.01,6,0.0
virtual_01749,0.010645201958134181,6,0.0
virtual_01750,0.06089290113034825,8,0.0
virtual_01751,0.07717901186372714,8,0.0
virtual_01752,0.21589600659157238,3,0.0
virtual_01753,0.01,8,0.0
virtual_01754,0.062350831261142575,6,0.0
virtual_01755,0.01,9,0.0
virtual_01756,0.010607080157298065,7,0.0
virtual_01757,0.11763984895295478,6,0.0
virtual_01758,0.01,6,0.0
virtual_01759,0.016299798069519686,7,0.0
virtual_01760,0.01,8,0.0
virtual_01761,0.01,8,0.0
virtual_01762,0.11248486292592921,8,0.0
virtual_01763,0.059111747640087337,6,0.0
virtual_01764,0.14813179577524546,5,0.0
virtual_01765,0.19604849835731142,5,0.0
virtual_01766,0.08462671268291448,5,0.0
virtual_01767,0.01,8,0.0
virtual_01768,0.01,8,0.0
virtual_01769,0.01,6,0.0
virtual_01770,0.031025406857769548,7,0.0
virtual_01771,0.05130182971733868,6,0.0
virtual_01772,0.03534410600147216,5,0.0
virtual_01773,0.04286279996588612,4,0.0
virtual_01774,0.01,7,0.0
virtual_01775,0.01,9,0.0
virtual_01776,0.04440008400970246,9,0.0
virtual_01777,0.06617151301421445,9,0.0
virtual_01778,0.01,8,0.0
virtual_01779,0.011796737023153713,5,0.0
virtual_01780,0.01,9,0.0
virtual_01781,0.01,7,0.0
virtual_01782,0.010868317598871885,6,0.0
virtual_01783,0.014781400661016075,4,0.0
virtual_01784,0.1281547176534159,8,0.0
virtual_01785,0.01735583328497698,5,0.0
virtual_01786,0.01,9,0.0
virtual_01787,0.01,8,0.0
virtual_01788,0.06628081439684204,4,0.0
virtual_01789,0.01,9,0.0
virtual_01790,0.2264385851576004,5,0.0
virtual_01791,0.01775222361596683,7,0.0
virtual_01792,0.1130808896725107,7,0.0
virtual_01793,0.01,6,0.0
virtual_01794,0.01,7,0.0
virtual_01795,0.030843782018424384,7,0.0
virtual_01796,0.01,7,0.0
virtual_01797,0.021444473153811833,7,0.0
virtual_01798,0.01,5,0.0
virtual_01799,0.01,7,0.0
virtual_01800,0.01,5,0.0
virtual_01801,0.01018811411720302,5,0.0
virtual_01802,0.06771377588596168,7,0.0
virtual_01803,0.01,8,0.0
virtual_01804,0.01,6,0.0
virtual_01805,0.012958274478583916,5,0.0
virtual_01806,0.011710242468223461,6,0.0
virtual_01807,0.01,6,0.0
virtual_01808,0.01,9,0.0
virtual_01809,0.01,6,0.0
virtual_01810,0.18206218449226425,6,0.0
virtual_01811,0.014596010337804796,7,0.0
virtual_01812,0.03378364066363816,7,0.0
virtual_01813,0.0546794223626698,8,0.0
virtual_01814,0.019298460308864646,6,0.0
virtual_01815,0.02249045303909078,8,0.0
virtual_01816,0.01,7,0.0
virtual_01817,0.011743604868239409,8,0.0
virtual_01818,0.186911500166913,6,0.0
virtual_01819,0.01,7,0.0
virtual_01820,0.01,5,0.0
virtual_01821,0.01132679667596266,7,0.0
virtual_01822,0.01,7,0.0
virtual_01823,0.019740750886306627,7,0.0
virtual_01824,0.01,9,0.0
virtual_01825,0.01,6,0.0
virtual_01826,0.12715656968902128,6,0.0
virtual_01827,0.019978442885004107,6,0.0
virtual_01828,0.01,6,0.0
virtual_01829,0.010348324569822553,6,0.0
virtual_01830,0.013634102487113622,7,0.0
virtual_01831,0.01,6,0.0
virtual_01832,0.01,8,0.0
virtual_01833,0.09109073714939195,7,0.0
virtual_01834,0.01,7,0.0
virtual_01835,0.01,7,0.0
virtual_01836,0.05569807562504957,7,0.0
virtual_01837,0.2600465969604323,3,0.0
virtual_01838,0.03540868703645652,6,0.0
virtual_01839,0.01,6,0.0
virtual_01840,0.039302643619668745,4,0.0
virtual_01841,0.035926703165754005,8,0.0
virtual_01842,0.11247371783250198,6,0.0
virtual_01843,0.01,7,0.0
virtual_01844,0.04418620714355105,4,0.0
virtual_01845,0.06794853637124952,7,0.0
virtual_01846,0.06893800893353597,8,0.0
virtual_01847,0.01,7,0.0
virtual_01848,0.01,7,0.0
virtual_01849,0.1335494894429805,4,0.0
virtual_01850,0.11406041209002873,4,0.0
virtual_01851,0.15110017684129934,5,0.0
virtual_01852,0.042543496622312264,7,0.0
virtual_01853,0.10217015802818999,8,0.0
virtual_01854,0.01,6,0.0
virtual_01855,0.01,6,0.0
virtual_01856,0.04343850341499078,6,0.0
virtual_01857,0.01,7,0.0
virtual_01858,0.01,7,0.0
virtual_01859,0.01497280342842043,8,0.0
virtual_01860,0.01,9,0.0
virtual_01861,0.14030986010965138,8,0.0
virtual_01862,0.01,7,0.0
virtual_01863,0.01,7,0.0
virtual_01864,0.01,8,0.0
virtual_01865,0.01,6,0.0
virtual_01866,0.01,6,0.0
virtual_01867,0.013522489669372587,6,0.0
virtual_01868,0.040156657565916645,4,0.0
virtual_01869,0.020640888107868096,6,0.0
virtual_01870,0.01,8,0.0
virtual_01871,0.03188602381251359,7,0.0
virtual_01872,0.02377038206858087,7,0.0
virtual_01873,0.01,7,0.0
virtual_01874,0.01,8,0.0
virtual_01875,0.11288535149382196,6,0.0
virtual_01876,0.013631538322866297,5,0.0
virtual_01877,0.011559817134672743,7,0.0
virtual_01878,0.03637667456149111,6,0.0
virtual_01879,0.01,7,0.0
virtual_01880,0.01,8,0.0
virtual_01881,0.058929789437890595,6,0.0
virtual_01882,0.01,6,0.0
virtual_01883,0.012916789145881433,6,0.0
virtual_01884,0.01,4,0.0
virtual_01885,0.01,8,0.0
virtual_01886,0.01,7,0.0
virtual_01887,0.01,7,0.0
virtual_01888,0.01,7,0.0
virtual_01889,0.01,7,0.0
virtual_01890,0.17358525070134,5,0.0
virtual_01891,0.01,9,0.0
virtual_01892,0.01,8,0.0
virtual_01893,0.0485790367386746,8,0.0
virtual_01894,0.01,8,0.0
virtual_01895,0.11789184297122704,6,0.0
virtual_01896,0.0492910930412151,8,0.0
virtual_01897,0.1304644151845759,8,0.0
virtual_01898,0.08836081707120194,7,0.0
virtual_01899,0.010043198969826814,7,0.0
virtual_01900,0.09756496559343565,6,0.0
virtual_01901,0.0316036459105557,6,0.0
virtual_01902,0.01,4,0.0
virtual_01903,0.34967278665113805,5,0.0
virtual_01904,0.01,7,0.0
virtual_01905,0.05521290756848777,7,0.0
virtual_01906,0.01,6,0.0
virtual_01907,0.07114271292040404,8,0.0
virtual_01908,0.04829214368169534,7,0.0
virtual_01909,0.03742391505660315,7,0.0
virtual_01910,0.09013424408960358,7,0.0
virtual_01911,0.17755310627189216,6,0.0
virtual_01912,0.034799918214844294,4,0.0
virtual_01913,0.01,8,0.0
virtual_01914,0.01,8,0.0
virtual_01915,0.01,7,0.0
virtual_01916,0.01,7,0.0
virtual_01917,0.01,7,0.0
virtual_01918,0.08803619402920392,5,0.0
virtual_01919,0.01685104650922103,5,0.0
virtual_01920,0.01,8,0.0
virtual_01921,0.01,5,0.0
virtual_01922,0.03651041189955682,8,0.0
virtual_01923,0.14733869778180006,7,0.0
virtual_01924,0.21015048807610207,5,0.0
virtual_01925,0.17858925760297065,4,0.0
virtual_01926,0.05224277932179551,6,0.0
virtual_01927,0.11735543633025292,6,0.0
virtual_01928,0.01,6,0.0
virtual_01929,0.0636964479957257,6,0.0
virtual_01930,0.01,6,0.0
virtual_01931,0.011305790605478415,6,0.0
virtual_01932,0.01,6,0.0
virtual_01933,0.06466702606138391,7,0.0
virtual_01934,0.01,8,0.0
virtual_01935,0.010802601909328108,6,0.0
virtual_01936,0.04309442936606273,8,0.0
virtual_01937,0.01,8,0.0
virtual_01938,0.01,8,0.0
virtual_01939,0.1695008446132335,6,0.0
virtual_01940,0.012702984185733674,7,0.0
virtual_01941,0.03335618453690133,7,0.0
virtual_01942,0.046130408017070045,6,0.0
virtual_01943,0.011078474178032783,5,0.0
virtual_01944,0.02578769616408671,7,0.0
virtual_01945,0.1067826700011184,7,0.0
virtual_01946,0.01484988245722291,4,0.0
virtual_01947,0.01,5,0.0
virtual_01948,0.01,8,0.0
virtual_01949,0.20342404047458856,5,0.0
virtual_01950,0.019242847720062854,5,0.0
virtual_01951,0.01,5,0.0
virtual_01952,0.0636934533067698,8,0.0
virtual_01953,0.01,8,0.0
virtual_01954,0.21968816160978036,5,0.0
virtual_01955,0.12359450948005775,3,0.0
virtual_01956,0.01,7,0.0
virtual_01957,0.08722134643462692,7,0.0
virtual_01958,0.018971234967371218,7,0.0
virtual_01959,0.01,8,0.0
virtual_01960,0.01,8,0.0
virtual_01961,0.01,8,0.0
virtual_01962,0.01,7,0.0
virtual_01963,0.13999897388369345,5,0.0
virtual_01964,0.01,9,0.0
virtual_01965,0.01,8,0.0
virtual_01966,0.01,6,0.0
virtual_01967,0.01,9,0.0
virtual_01968,0.01,9,0.0
virtual_01969,0.01,7,0.0
virtual_01970,0.01,7,0.0
virtual_01971,0.01,8,0.0
virtual_01972,0.01016865088332634,5,0.0
virtual_01973,0.01,6,0.0
virtual_01974,0.014116605017839493,4,0.0
virtual_01975,0.01,7,0.0
virtual_01976,0.09831944548942675,6,0.0
virtual_01977,0.01,8,0.0
virtual_01978,0.06388626300087184,8,0.0
virtual_01979,0.01,5,0.0
virtual_01980,0.01,7,0.0
virtual_01981,0.01,8,0.0
virtual_01982,0.01973076054047833,8,0.0
virtual_01983,0.01,7,0.0
virtual_01984,0.01113348869416028,6,0.0
virtual_01985,0.01648676504068063,5,0.0
virtual_01986,0.01,7,0.0
virtual_01987,0.24105316758858156,4,0.0
virtual_01988,0.02491737715370482,8,0.0
virtual_01989,0.1344721740200485,5,0.0
virtual_01990,0.012363627276843854,6,0.0
virtual_01991,0.01,7,0.0
virtual_01992,0.052597636615629946,7,0.0
virtual_01993,0.01,7,0.0
virtual_01994,0.01,6,0.0
virtual_01995,0.01,8,0.0
virtual_01996,0.01,7,0.0
virtual_01997,0.01,7,0.0
virtual_01998,0.035590482957071186,7,0.0
virtual_01999,0.01,8,0.0
virtual_02000,0.01,8,0.0
virtual_02001,0.1320112315943311,4,0.0
virtual_02002,0.013623503912453374,7,0.0
virtual_02003,0.01,8,0.0
virtual_02004,0.01,8,0.0
virtual_02005,0.06203664402048636,5,0.0
virtual_02006,0.014399324716346036,7,0.0
virtual_02007,0.01,7,0.0
virtual_02008,0.01,5,0.0
virtual_02009,0.01,7,0.0
virtual_02010,0.10938854659320087,7,0.0
virtual_02011,0.01,8,0.0
virtual_02012,0.019187313499147093,5,0.0
virtual_02013,0.10938850628232401,8,0.0
virtual_02014,0.04630111503123573,5,0.0
virtual_02015,0.02180274696113485,7,0.0
virtual_02016,0.07480163656607951,7,0.0
virtual_02017,0.029570193952691413,6,0.0
virtual_02018,0.01,8,0.0
virtual_02019,0.01,7,0.0
virtual_02020,0.01,8,0.0
virtual_02021,0.01,9,0.0
virtual_02022,0.01,7,0.0
virtual_02023,0.01,6,0.0
virtual_02024,0.01,7,0.0
virtual_02025,0.01001227075281238,8,0.0
virtual_02026,0.1320828822103188,5,0.0
virtual_02027,0.012834817249881348,5,0.0
virtual_02028,0.01,6,0.0
virtual_02029,0.0479594484933721,6,0.0
virtual_02030,0.08339981261017262,6,0.0
virtual_02031,0.025545475860169125,8,0.0
virtual_02032,0.01,9,0.0
virtual_02033,0.01,6,0.0
virtual_02034,0.16345481115680166,6,0.0
virtual_02035,0.07335687269006733,8,0.0
virtual_02036,0.040177772440830775,8,0.0
virtual_02037,0.01,7,0.0
virtual_02038,0.01,8,0.0
virtual_02039,0.01,5,0.0
virtual_02040,0.01,6,0.0
virtual_02041,0.05359795303670677,7,0.0
virtual_02042,0.06637597038654779,8,0.0
virtual_02043,0.07397546611382258,5,0.0
virtual_02044,0.07183888250837948,7,0.0
virtual_02045,0.017659212908192366,6,0.0
virtual_02046,0.027222800192449232,7,0.0
virtual_02047,0.01,7,0.0
virtual_02048,0.10757099941486287,7,0.0
virtual_02049,0.01,6,0.0
virtual_02050,0.01,9,0.0
virtual_02051,0.01,9,0.0
virtual_02052,0.01,6,0.0
virtual_02053,0.01,7,0.0
virtual_02054,0.01,6,0.0
virtual_02055,0.01845314320979562,8,0.0
virtual_02056,0.01,9,0.0
virtual_02057,0.01,6,0.0
virtual_02058,0.01,5,0.0
virtual_02059,0.06696981387027716,9,0.0
virtual_02060,0.015924407211660378,9,0.0
virtual_02061,0.01,8,0.0
virtual_02062,0.01,6,0.0
virtual_02063,0.022162993459269562,6,0.0
virtual_02064,0.029994779176848754,7,0.0
virtual_02065,0.01258668123663749,4,0.0
virtual_02066,0.01,7,0.0
virtual_02067,0.04931538718712401,8,0.0
virtual_02068,0.020418813738953306,8,0.0
virtual_02069,0.03505037995154274,7,0.0
virtual_02070,0.05336966336117312,7,0.0
virtual_02071,0.08611148596231069,7,0.0
virtual_02072,0.018737381529051262,8,0.0
virtual_02073,0.0245204752222363,6,0.0
virtual_02074,0.01,8,0.0
virtual_02075,0.18392252476891846,5,0.0
virtual_02076,0.033784589980530924,8,0.0
virtual_02077,0.01,6,0.0
virtual_02078,0.01,8,0.0
virtual_02079,0.03984542820754547,5,0.0
virtual_02080,0.01,6,0.0
virtual_02081,0.01,7,0.0
virtual_02082,0.09549623171858583,8,0.0
virtual_02083,0.01,8,0.0
virtual_02084,0.01,8,0.0
virtual_02085,0.024032722550009704,8,0.0
virtual_02086,0.09575229841218824,4,0.0
virtual_02087,0.029100019683904046,7,0.0
virtual_02088,0.07254639339445614,8,0.0
virtual_02089,0.03299179877604563,8,0.0
virtual_02090,0.01,7,0.0
virtual_02091,0.02254407748208182,8,0.0
virtual_02092,0.07910143144936743,7,0.0
virtual_02093,0.08953058751145955,5,0.0
virtual_02094,0.01,8,0.0
virtual_02095,0.5371171460034442,3,0.0
virtual_02096,0.024303905266628307,6,0.0
virtual_02097,0.01,5,0.0
virtual_02098,0.01,5,0.0
virtual_02099,0.04209851923495637,7,0.0
virtual_02100,0.08227062543446431,5,0.0
virtual_02101,0.13147688093944884,6,0.0
virtual_02102,0.0891224702459805,5,0.0
virtual_02103,0.012188491046717355,6,0.0
virtual_02104,0.01,8,0.0
virtual_02105,0.013717654505655302,7,0.0
virtual_02106,0.01,8,0.0
virtual_02107,0.012653629936562607,5,0.0
virtual_02108,0.1122895306811569,8,0.0
